day,date,R_t
1,2023-01-01,1.0418113853070614
2,2023-01-02,1.0831646763271037
3,2023-01-03,1.123606797749979
4,2023-01-04,1.16269465723032
5,2023-01-05,1.2
6,2023-01-06,1.2351141009169893
7,2023-01-07,1.2676522425435433
8,2023-01-08,1.2972579301909577
9,2023-01-09,1.323606797749979
10,2023-01-10,1.3464101615137753
11,2023-01-11,1.3654181830570404
12,2023-01-12,1.3804226065180614
13,2023-01-13,1.3912590402935223
14,2023-01-14,1.3978087581473093
15,2023-01-15,1.4
16,2023-01-16,1.3978087581473093
17,2023-01-17,1.3912590402935223
18,2023-01-18,1.3804226065180614
19,2023-01-19,1.3654181830570404
20,2023-01-20,1.3464101615137756
21,2023-01-21,1.323606797749979
22,2023-01-22,1.2972579301909577
23,2023-01-23,1.2676522425435435
24,2023-01-24,1.2351141009169893
25,2023-01-25,1.2
26,2023-01-26,1.16269465723032
27,2023-01-27,1.123606797749979
28,2023-01-28,1.0831646763271037
29,2023-01-29,1.0418113853070614
30,2023-01-30,1.0000000000000002
31,2023-01-31,0.9581886146929388
32,2023-02-01,0.9168353236728963
33,2023-02-02,0.876393202250021
34,2023-02-03,0.8373053427696799
35,2023-02-04,0.8
36,2023-02-05,0.7648858990830107
37,2023-02-06,0.7323477574564567
38,2023-02-07,0.7027420698090423
39,2023-02-08,0.676393202250021
40,2023-02-09,0.6535898384862247
41,2023-02-10,0.6345818169429598
42,2023-02-11,0.6195773934819386
43,2023-02-12,0.6087409597064777
44,2023-02-13,0.6021912418526907
45,2023-02-14,0.6
46,2023-02-15,0.6021912418526907
47,2023-02-16,0.6087409597064777
48,2023-02-17,0.6195773934819385
49,2023-02-18,0.6345818169429596
50,2023-02-19,0.6535898384862245
51,2023-02-20,0.676393202250021
52,2023-02-21,0.7027420698090423
53,2023-02-22,0.7323477574564567
54,2023-02-23,0.7648858990830106
55,2023-02-24,0.8000000000000002
56,2023-02-25,0.8373053427696799
57,2023-02-26,0.8763932022500209
58,2023-02-27,0.9168353236728964
59,2023-02-28,0.9581886146929386
60,2023-03-01,0.9999999999999996
61,2023-03-02,1.0418113853070612
62,2023-03-03,1.0831646763271034
63,2023-03-04,1.1236067977499788
64,2023-03-05,1.1626946572303198
65,2023-03-06,1.1999999999999997
66,2023-03-07,1.2351141009169893
67,2023-03-08,1.267652242543543
68,2023-03-09,1.2972579301909577
69,2023-03-10,1.3236067977499788
70,2023-03-11,1.3464101615137753
71,2023-03-12,1.3654181830570404
72,2023-03-13,1.3804226065180614
73,2023-03-14,1.391259040293522
74,2023-03-15,1.3978087581473093
75,2023-03-16,1.4
76,2023-03-17,1.3978087581473093
77,2023-03-18,1.3912590402935223
78,2023-03-19,1.3804226065180614
79,2023-03-20,1.3654181830570402
80,2023-03-21,1.3464101615137758
81,2023-03-22,1.323606797749979
82,2023-03-23,1.2972579301909581
83,2023-03-24,1.267652242543543
84,2023-03-25,1.2351141009169893
85,2023-03-26,1.2
86,2023-03-27,1.1626946572303205
87,2023-03-28,1.123606797749979
88,2023-03-29,1.0831646763271043
89,2023-03-30,1.041811385307061
90,2023-03-31,1.0000000000000002
91,2023-04-01,0.9581886146929385
92,2023-04-02,0.9168353236728967
93,2023-04-03,0.8763932022500212
94,2023-04-04,0.8373053427696798
95,2023-04-05,0.7999999999999997
96,2023-04-06,0.7648858990830109
97,2023-04-07,0.7323477574564572
98,2023-04-08,0.7027420698090425
99,2023-04-09,0.6763932022500211
100,2023-04-10,0.6535898384862244
101,2023-04-11,0.6345818169429598
102,2023-04-12,0.6195773934819386
103,2023-04-13,0.6087409597064779
104,2023-04-14,0.6021912418526907
105,2023-04-15,0.6
106,2023-04-16,0.6021912418526907
107,2023-04-17,0.6087409597064777
108,2023-04-18,0.6195773934819384
109,2023-04-19,0.6345818169429593
110,2023-04-20,0.6535898384862247
111,2023-04-21,0.676393202250021
112,2023-04-22,0.7027420698090423
113,2023-04-23,0.7323477574564563
114,2023-04-24,0.7648858990830106
115,2023-04-25,0.8
116,2023-04-26,0.8373053427696802
117,2023-04-27,0.8763932022500208
118,2023-04-28,0.9168353236728963
119,2023-04-29,0.9581886146929381
120,2023-04-30,0.9999999999999991
121,2023-05-01,1.0418113853070614
122,2023-05-02,1.0831646763271032
123,2023-05-03,1.1236067977499788
124,2023-05-04,1.1626946572303194
125,2023-05-05,1.1999999999999997
126,2023-05-06,1.235114100916989
127,2023-05-07,1.2676522425435433
128,2023-05-08,1.2972579301909575
129,2023-05-09,1.3236067977499788
130,2023-05-10,1.3464101615137751
131,2023-05-11,1.3654181830570404
132,2023-05-12,1.3804226065180614
133,2023-05-13,1.3912590402935223
134,2023-05-14,1.3978087581473093
135,2023-05-15,1.4
136,2023-05-16,1.3978087581473093
137,2023-05-17,1.391259040293522
138,2023-05-18,1.3804226065180616
139,2023-05-19,1.3654181830570404
140,2023-05-20,1.3464101615137758
141,2023-05-21,1.3236067977499792
142,2023-05-22,1.2972579301909577
143,2023-05-23,1.267652242543543
144,2023-05-24,1.2351141009169895
145,2023-05-25,1.2000000000000006
146,2023-05-26,1.1626946572303205
147,2023-05-27,1.1236067977499793
148,2023-05-28,1.0831646763271037
149,2023-05-29,1.0418113853070619
150,2023-05-30,1.0000000000000002
