day,I
1,135
2,117
3,132
4,142
5,136
6,136
7,130
8,155
9,143
10,157
11,169
12,167
13,173
14,172
15,196
16,203
17,202
18,231
19,250
20,269
21,274
22,286
23,286
24,360
25,352
26,371
27,367
28,390
29,411
30,396
31,419
32,411
33,463
34,435
35,408
36,410
37,411
38,398
39,354
40,378
41,323
42,320
43,316
44,289
45,224
46,247
47,239
48,210
49,172
50,166
51,156
52,149
53,123
54,113
55,107
56,108
57,91
58,98
59,83
60,80
61,93
62,77
63,84
64,75
65,78
66,87
67,73
68,100
69,104
70,92
71,98
72,93
73,121
74,106
75,128
76,132
77,144
78,150
79,157
80,167
81,189
82,194
83,210
84,199
85,229
86,235
87,234
88,257
89,278
90,317
91,284
92,280
93,293
94,302
95,285
96,282
97,274
98,281
99,253
100,224
101,218
102,211
103,177
104,156
105,157
106,135
107,129
108,89
109,114
110,85
111,61
112,71
113,58
114,51
115,51
116,49
117,43
118,35
119,38
120,40
121,28
122,32
123,35
124,34
125,38
126,24
127,41
128,26
129,41
130,29
131,34
132,39
133,38
134,39
135,58
136,47
137,47
138,57
139,51
140,78
141,62
142,87
143,76
144,101
145,87
146,87
147,101
148,97
149,100
150,94
