day,I
1,101
2,83
3,85
4,102
5,71
6,84
7,74
8,68
9,75
10,76
11,72
12,73
13,56
14,77
15,58
16,72
17,60
18,57
19,70
20,83
21,78
22,58
23,75
24,66
25,84
26,63
27,57
28,73
29,84
30,74
31,67
32,85
33,81
34,76
35,90
36,98
37,95
38,87
39,94
40,106
41,109
42,132
43,134
44,120
45,135
46,154
47,163
48,185
49,208
50,173
51,200
52,231
53,221
54,277
55,277
56,302
57,310
58,351
59,368
60,396
61,421
62,450
63,488
64,465
65,521
66,578
67,609
68,595
69,626
70,646
71,694
72,691
73,758
74,737
75,762
76,835
77,830
78,828
79,881
80,845
81,928
82,881
83,931
84,933
85,986
86,972
87,969
88,996
89,960
90,1035
91,985
92,960
93,997
94,964
95,893
96,959
97,910
98,869
99,899
100,838
101,786
102,849
103,790
104,697
105,683
106,637
107,654
108,623
109,618
110,521
111,523
112,462
113,525
114,477
115,452
116,476
117,417
118,396
119,406
120,382
121,344
122,347
123,355
124,305
125,294
126,286
127,289
128,255
129,280
130,225
131,208
132,222
133,212
134,220
135,208
136,191
137,168
138,211
139,148
140,149
141,149
142,159
143,120
144,126
145,133
146,117
147,120
148,97
149,98
150,105
