date,hospitalisations
2023-01-01,1
2023-01-02,6
2023-01-03,3
2023-01-04,7
2023-01-05,2
2023-01-06,6
2023-01-07,3
2023-01-08,1
2023-01-09,3
2023-01-10,9
2023-01-11,7
2023-01-12,12
2023-01-13,5
2023-01-14,2
2023-01-15,2
2023-01-16,6
2023-01-17,8
2023-01-18,10
2023-01-19,14
2023-01-20,7
2023-01-21,10
2023-01-22,5
2023-01-23,12
2023-01-24,12
2023-01-25,21
2023-01-26,11
2023-01-27,11
2023-01-28,9
2023-01-29,8
2023-01-30,11
2023-01-31,13
2023-02-01,11
2023-02-02,13
2023-02-03,26
2023-02-04,8
2023-02-05,10
2023-02-06,10
2023-02-07,9
2023-02-08,19
2023-02-09,11
2023-02-10,13
2023-02-11,10
2023-02-12,6
2023-02-13,20
2023-02-14,20
2023-02-15,6
2023-02-16,14
2023-02-17,15
2023-02-18,10
2023-02-19,8
2023-02-20,15
2023-02-21,11
2023-02-22,19
2023-02-23,9
2023-02-24,7
2023-02-25,4
2023-02-26,1
2023-02-27,8
2023-02-28,5
2023-03-01,4
2023-03-02,6
2023-03-03,4
2023-03-04,3
2023-03-05,1
2023-03-06,2
2023-03-07,6
2023-03-08,3
2023-03-09,7
2023-03-10,5
2023-03-11,0
2023-03-12,4
2023-03-13,3
2023-03-14,3
2023-03-15,0
2023-03-16,1
2023-03-17,2
2023-03-18,3
2023-03-19,2
2023-03-20,1
2023-03-21,4
2023-03-22,5
2023-03-23,7
2023-03-24,4
2023-03-25,0
2023-03-26,3
2023-03-27,4
2023-03-28,3
2023-03-29,1
2023-03-30,5
2023-03-31,1
2023-04-01,1
2023-04-02,4
2023-04-03,2
2023-04-04,7
2023-04-05,8
2023-04-06,12
2023-04-07,7
2023-04-08,6
2023-04-09,4
2023-04-10,16
2023-04-11,6
2023-04-12,12
2023-04-13,6
2023-04-14,9
2023-04-15,9
2023-04-16,6
2023-04-17,11
2023-04-18,11
2023-04-19,7
2023-04-20,11
2023-04-21,11
2023-04-22,5
2023-04-23,6
2023-04-24,6
2023-04-25,5
2023-04-26,8
2023-04-27,3
2023-04-28,8
2023-04-29,5
2023-04-30,1
2023-05-01,5
2023-05-02,4
2023-05-03,4
2023-05-04,2
2023-05-05,2
2023-05-06,2
2023-05-07,0
2023-05-08,3
2023-05-09,4
2023-05-10,2
2023-05-11,3
2023-05-12,3
2023-05-13,3
2023-05-14,4
2023-05-15,3
2023-05-16,6
2023-05-17,6
2023-05-18,2
2023-05-19,3
2023-05-20,3
2023-05-21,4
2023-05-22,5
2023-05-23,14
2023-05-24,10
2023-05-25,6
2023-05-26,8
2023-05-27,5
2023-05-28,8
2023-05-29,12
2023-05-30,6
