date,hospitalisations
2023-01-01,3
2023-01-02,4
2023-01-03,5
2023-01-04,5
2023-01-05,9
2023-01-06,6
2023-01-07,4
2023-01-08,4
2023-01-09,7
2023-01-10,9
2023-01-11,7
2023-01-12,5
2023-01-13,6
2023-01-14,1
2023-01-15,2
2023-01-16,7
2023-01-17,8
2023-01-18,8
2023-01-19,4
2023-01-20,5
2023-01-21,4
2023-01-22,5
2023-01-23,4
2023-01-24,7
2023-01-25,5
2023-01-26,5
2023-01-27,4
2023-01-28,3
2023-01-29,2
2023-01-30,5
2023-01-31,5
2023-02-01,8
2023-02-02,8
2023-02-03,2
2023-02-04,1
2023-02-05,5
2023-02-06,6
2023-02-07,2
2023-02-08,8
2023-02-09,2
2023-02-10,10
2023-02-11,4
2023-02-12,1
2023-02-13,8
2023-02-14,4
2023-02-15,3
2023-02-16,3
2023-02-17,3
2023-02-18,2
2023-02-19,4
2023-02-20,3
2023-02-21,5
2023-02-22,4
2023-02-23,10
2023-02-24,4
2023-02-25,3
2023-02-26,2
2023-02-27,10
2023-02-28,5
2023-03-01,9
2023-03-02,10
2023-03-03,7
2023-03-04,6
2023-03-05,7
2023-03-06,11
2023-03-07,12
2023-03-08,18
2023-03-09,13
2023-03-10,11
2023-03-11,5
2023-03-12,7
2023-03-13,17
2023-03-14,10
2023-03-15,12
2023-03-16,10
2023-03-17,13
2023-03-18,6
2023-03-19,10
2023-03-20,17
2023-03-21,10
2023-03-22,19
2023-03-23,20
2023-03-24,27
2023-03-25,15
2023-03-26,8
2023-03-27,25
2023-03-28,19
2023-03-29,21
2023-03-30,30
2023-03-31,21
2023-04-01,14
2023-04-02,12
2023-04-03,22
2023-04-04,26
2023-04-05,20
2023-04-06,21
2023-04-07,17
2023-04-08,13
2023-04-09,14
2023-04-10,35
2023-04-11,33
2023-04-12,41
2023-04-13,32
2023-04-14,21
2023-04-15,12
2023-04-16,8
2023-04-17,28
2023-04-18,26
2023-04-19,26
2023-04-20,31
2023-04-21,30
2023-04-22,24
2023-04-23,10
2023-04-24,25
2023-04-25,27
2023-04-26,28
2023-04-27,18
2023-04-28,26
2023-04-29,14
2023-04-30,16
2023-05-01,17
2023-05-02,20
2023-05-03,24
2023-05-04,26
2023-05-05,15
2023-05-06,8
2023-05-07,12
2023-05-08,19
2023-05-09,15
2023-05-10,31
2023-05-11,19
2023-05-12,24
2023-05-13,7
2023-05-14,8
2023-05-15,13
2023-05-16,14
2023-05-17,13
2023-05-18,19
2023-05-19,16
2023-05-20,2
2023-05-21,5
2023-05-22,13
2023-05-23,12
2023-05-24,13
2023-05-25,20
2023-05-26,18
2023-05-27,8
2023-05-28,9
2023-05-29,13
2023-05-30,8
