date,cases,rt_median,rt_mean,rt_lower_95,rt_upper_95,rt_lower_50,rt_upper_50
2023-01-01,12,219.29907666323265,4321.775573627735,9.528034937804206,17674.897667889883,78.82844483292813,717.2077023196908
2023-01-02,11,225.7689981016729,4925.620868660227,9.836827030225823,16812.650429381993,80.07958216371514,708.358521900425
2023-01-03,15,217.4952479633451,4593.305055664352,11.037370958718888,14573.236530481736,81.50730927634902,700.2395247737479
2023-01-04,20,224.40535606323851,5139.580056189743,12.09394060912685,13967.156710554244,82.46481352362905,692.1485732467354
2023-01-05,14,219.30398041766705,5383.956157700433,14.124738628892256,13762.811274403175,84.74070059744864,665.5859847065396
2023-01-06,16,221.9994932274677,4538.359502972933,13.423999638057273,13135.32803974009,83.65959071297002,670.9506502255604
2023-01-07,25,224.7162073182625,3304.9567026751074,13.721594928294538,12561.545779200509,83.01577674904267,627.4366305920596
2023-01-08,24,223.15643045695407,2779.8325414347664,14.802039326729464,12810.986994875091,85.42839265394808,637.3971189326656
2023-01-09,20,218.4070774297678,2277.6512458584766,17.289989396733876,11796.917660534484,87.13913854111081,604.1531249636267
2023-01-10,27,227.64390436931058,1999.1586893346448,17.008620380125365,9687.345606083856,92.33041602879732,615.0428731524978
2023-01-11,25,225.77037568971002,2004.0726122350522,19.072089392164898,9406.562287807612,95.00928938123282,602.7387330452343
2023-01-12,27,233.740169772306,1796.9447507712189,20.325293227417916,9183.345357159098,94.732020875577,596.5638907870558
2023-01-13,34,235.2293309782051,2155.9420338797677,21.640112048230595,9529.207456626085,98.23078023646222,578.9735167276986
2023-01-14,24,231.87907743859785,1745.6071761728122,24.420361418367072,8971.97901711398,98.82326735324037,569.1401228182833
2023-01-15,28,230.47025237598126,1412.0393607835829,26.011233980543807,7923.50027160694,100.75916696333879,566.31917042717
2023-01-16,39,226.63965415965413,1482.773704899771,27.197264240176278,6787.481845673563,103.11534687092214,563.9849324569118
2023-01-17,40,224.25644000576887,1112.847054550001,31.748871261132667,7001.0175910160215,106.40049359246896,560.5021524056933
2023-01-18,54,225.1732299308436,1060.730305776705,32.90520497178633,6329.673972324332,107.1987191580731,529.799219421174
2023-01-19,50,226.4535613331651,940.9695828630087,35.885925713167985,5335.395121118279,109.64576684546606,515.1372103466778
2023-01-20,51,221.6923827938279,865.7404396074076,37.50499600192168,5004.412707225955,113.5258781948121,501.77987022138984
2023-01-21,76,223.7063023352822,876.5781627315719,40.77003248983175,5247.92127053884,113.77831295125112,497.09347461298285
2023-01-22,65,219.47375129553404,819.454567061855,41.938853627055764,4016.957581786863,118.6107722260078,465.7116113226445
2023-01-23,70,205.99678354572734,727.5078625032187,38.24070935164003,3991.8282625869856,109.25150543968267,453.74337842653904
2023-01-24,60,198.4178912808074,675.7947166804079,31.828524946948946,3443.7202840917826,98.56114289634198,424.0002835266755
2023-01-25,71,179.97174026672985,678.2313864612066,29.595306556947634,3000.9999428483525,90.94428159949705,386.37867882122595
2023-01-26,79,171.2941798451311,584.8479112935012,25.741337023807997,2800.6626578498212,83.43155086116455,376.26219106304245
2023-01-27,71,157.49982799170462,677.9046849713426,22.415348999731123,2355.2578452553184,76.27951540520091,354.14868841267054
2023-01-28,88,150.01806312856388,622.4317063472054,19.305487316128524,2178.0099491303663,71.0545016613074,332.2644443733035
2023-01-29,82,142.2960856101746,586.8344017613614,15.331020158547894,2173.4329331254835,63.76677395194086,312.68077517093764
2023-01-30,88,133.33378246856466,625.5844130013713,12.953976288856992,1994.5808525770663,58.59055424981433,294.7977150669261
2023-01-31,89,117.82098295862309,438.20919165757806,11.745231945065164,1766.9111249141401,51.020503292953435,271.11850491124835
2023-02-01,117,112.49453662925865,442.6341443272256,10.69462512928268,1593.9677519284778,48.69069873774034,258.13877793687084
2023-02-02,102,110.96402236331564,318.9257133451043,10.000931689991827,1570.345131504118,44.61844318993178,247.0374739778706
2023-02-03,95,101.85066844391076,295.836534773744,8.500963220486673,1450.025883220127,42.03713464812919,232.71594990364804
2023-02-04,119,94.94923262032083,284.87268766052887,7.063885688067456,1332.4170532049518,39.54336933853111,229.27393303717335
2023-02-05,101,89.86713709690031,273.84349386896645,5.944047305672269,1236.2647573420786,36.77121329450075,218.60421281379644
2023-02-06,121,83.38997753252019,229.28468729167975,4.928852713754309,1246.2869077218215,33.18913921870117,208.6339963305681
2023-02-07,101,76.97073760386803,213.88192003222144,4.176766464476705,1129.9132844598898,30.219656942787324,195.54709736817614
2023-02-08,113,73.35441769823653,191.18432735156085,3.73238318741486,1042.8371256194807,27.59197650576983,182.10017526743388
2023-02-09,135,67.7668885342183,178.53129195664482,3.7777843804383506,1040.634641306924,25.83586714473907,170.77365593245105
2023-02-10,136,65.51306972743065,177.07160331531034,3.227362631354167,1057.2572598569448,24.00959598139934,168.41708347992733
2023-02-11,125,60.78550036205624,168.29730066323722,3.204945972936056,973.1751118640403,21.87929420277399,154.20786076493692
2023-02-12,117,57.77809421090103,159.15586635926158,2.7543962214353837,910.9324113630911,20.76471169489217,145.9026641170156
2023-02-13,110,55.0311926991652,158.67514886311247,2.590272223961464,875.0046474718592,18.971315344113613,145.3152025163963
2023-02-14,94,52.5818282730149,156.35659380548725,2.3577064324837793,846.5414160584588,17.575408876363184,141.47826668429926
2023-02-15,98,49.33839634462895,149.2383386118163,2.1289822342708415,826.8636821584487,16.48653466087056,133.54648929461177
2023-02-16,96,45.8265212728388,141.14109629162226,2.1262357746631713,786.9988200431263,15.139225188133176,128.60486637959804
2023-02-17,107,42.74137131364826,138.8171110427705,1.512626984005225,753.1401213980679,14.050054735154683,122.79431979104595
2023-02-18,97,40.940363220898256,129.6325162910777,1.4180269902346214,721.9340381155738,13.456260621698187,120.61015603350911
2023-02-19,73,40.537332594640176,123.05266025869803,1.3784003232049769,675.1175657104055,12.66136795285561,115.74121180059421
2023-02-20,89,38.59245943626909,119.18464704030116,1.2690497823836537,625.5347901266998,11.967265061528863,108.8494845698134
2023-02-21,79,37.13379283176128,115.62129036465548,1.1581994178129165,578.4821783835484,11.172143467109443,105.43029691063039
2023-02-22,74,34.792801632695614,115.82220340162027,1.0887777586545917,605.0011574348641,9.986600202077701,101.46882529619516
2023-02-23,82,33.25365676278051,115.74644469159139,1.0364356233077705,612.2808563541843,9.598486481634021,99.10538605697363
2023-02-24,82,31.409012641012254,114.13662520704573,0.9255649907919273,646.5521756685148,9.297912929970531,93.40600696606253
2023-02-25,79,31.404454761738123,112.23532840961941,0.8078770682933281,598.3749826386949,8.857518416927505,91.97016668304983
2023-02-26,61,29.181177029278167,111.90544687653943,0.7887286210045531,582.2034818957414,8.486936760952256,88.88624228458616
2023-02-27,63,28.067919286542356,112.29982857444583,0.7482830324223158,580.0919661698512,8.125044875787024,88.36341984790899
2023-02-28,65,26.93563232698514,113.36604341319028,0.7199364169411403,544.5302049835033,7.862136539210525,84.73283813047027
2023-03-01,68,26.151645736856317,112.01732353756478,0.6503756970272243,512.5233052375308,7.476311826983309,84.16135555779117
2023-03-02,58,25.499467611434056,112.84586461367014,0.623072520217905,509.50540038031016,7.208266160008046,84.9040014777217
2023-03-03,61,24.803876155338923,110.15490063387671,0.7049015432146004,513.2904357797332,6.900432503948405,81.40841148644412
2023-03-04,55,22.776463862473353,104.94783701383027,0.6767398965628291,480.41694235370556,6.565917763214268,80.03054877912078
2023-03-05,56,22.342208181826614,100.65600582756109,0.6608958259845633,537.5272060662613,6.621510844950425,77.07566334508003
2023-03-06,73,21.88920441345021,96.85842164266971,0.601091847700464,477.5782464489344,6.252290374885201,76.67942670273085
2023-03-07,79,21.392946327292556,94.67335740053208,0.5401257734429308,475.49634336022353,6.131915775933091,72.03312394463462
2023-03-08,68,20.7121980171239,97.40817675235907,0.5752956662740322,459.2441483156033,5.774128185255178,72.69581049961383
2023-03-09,79,20.297045549122643,97.57486298109883,0.5363370299274592,477.0137462432251,5.5054552086559525,69.50735872960962
2023-03-10,75,19.094458846594506,101.94685184223371,0.5353102658705962,458.35631402206434,5.374790388075162,69.23610303660413
2023-03-11,68,18.574691118888538,101.06279840146092,0.4739700739488746,480.9634649241336,5.049765602087328,68.1540406408323
2023-03-12,78,18.340977044102985,101.65883587427395,0.4441799544821754,511.13023504090705,5.076160764550157,65.33582438873555
