day,I
1,105
2,83
3,107
4,110
5,90
6,125
7,109
8,121
9,106
10,117
11,138
12,134
13,126
14,163
15,157
16,192
17,168
18,210
19,204
20,194
21,232
22,260
23,249
24,262
25,280
26,262
27,289
28,300
29,319
30,306
31,325
32,330
33,338
34,318
35,287
36,296
37,281
38,334
39,281
40,288
41,244
42,242
43,217
44,191
45,197
46,180
47,155
48,141
49,125
50,118
51,107
52,111
53,98
54,87
55,87
56,67
57,81
58,67
59,67
60,53
61,79
62,50
63,67
64,60
65,61
66,67
67,70
68,69
69,63
70,68
71,83
72,68
73,98
74,101
75,95
76,123
77,121
78,117
79,123
80,139
81,130
82,152
83,190
84,151
85,160
86,202
87,219
88,202
89,194
90,199
91,184
92,210
93,211
94,211
95,220
96,239
97,194
98,209
99,201
100,187
101,188
102,168
103,155
104,154
105,127
106,117
107,110
108,104
109,121
110,94
111,77
112,73
113,78
114,64
115,76
116,47
117,57
118,56
119,49
120,35
121,54
122,57
123,53
124,51
125,44
126,48
127,67
128,48
129,63
130,43
131,63
132,70
133,79
134,86
135,85
136,100
137,95
138,87
139,93
140,125
141,117
142,124
143,110
144,144
145,149
146,167
147,158
148,157
149,171
150,199
