day,I
1,99
2,100
3,82
4,92
5,94
6,72
7,75
8,86
9,76
10,71
11,74
12,77
13,67
14,72
15,66
16,85
17,71
18,83
19,61
20,84
21,81
22,80
23,84
24,72
25,66
26,92
27,89
28,88
29,80
30,85
31,94
32,101
33,86
34,101
35,103
36,104
37,107
38,123
39,119
40,116
41,160
42,130
43,131
44,150
45,180
46,172
47,165
48,209
49,205
50,242
51,228
52,282
53,302
54,318
55,359
56,335
57,391
58,411
59,453
60,480
61,507
62,533
63,548
64,655
65,667
66,661
67,716
68,713
69,801
70,809
71,897
72,879
73,943
74,987
75,993
76,1030
77,1035
78,1112
79,1127
80,1120
81,1146
82,1158
83,1222
84,1195
85,1165
86,1237
87,1207
88,1194
89,1291
90,1200
91,1219
92,1232
93,1176
94,1224
95,1092
96,1080
97,1115
98,1062
99,1098
100,1020
101,994
102,944
103,928
104,879
105,870
106,782
107,793
108,740
109,778
110,680
111,660
112,653
113,589
114,551
115,542
116,544
117,522
118,504
119,433
120,450
121,441
122,444
123,414
124,375
125,355
126,368
127,330
128,344
129,331
130,291
131,283
132,278
133,265
134,264
135,246
136,231
137,214
138,237
139,219
140,226
141,196
142,204
143,177
144,190
145,186
146,162
147,150
148,147
149,168
150,132
