date,deaths
2023-01-01,0
2023-01-02,0
2023-01-03,2
2023-01-04,3
2023-01-05,1
2023-01-06,2
2023-01-07,0
2023-01-08,1
2023-01-09,1
2023-01-10,1
2023-01-11,0
2023-01-12,1
2023-01-13,1
2023-01-14,0
2023-01-15,0
2023-01-16,5
2023-01-17,1
2023-01-18,0
2023-01-19,1
2023-01-20,0
2023-01-21,5
2023-01-22,1
2023-01-23,3
2023-01-24,2
2023-01-25,2
2023-01-26,4
2023-01-27,2
2023-01-28,0
2023-01-29,0
2023-01-30,2
2023-01-31,0
2023-02-01,0
2023-02-02,1
2023-02-03,0
2023-02-04,0
2023-02-05,0
2023-02-06,1
2023-02-07,3
2023-02-08,1
2023-02-09,0
2023-02-10,0
2023-02-11,0
2023-02-12,0
2023-02-13,0
2023-02-14,1
2023-02-15,0
2023-02-16,1
2023-02-17,1
2023-02-18,0
2023-02-19,0
2023-02-20,0
2023-02-21,1
2023-02-22,1
2023-02-23,2
2023-02-24,3
2023-02-25,0
2023-02-26,2
2023-02-27,2
2023-02-28,1
2023-03-01,4
2023-03-02,4
2023-03-03,1
2023-03-04,4
2023-03-05,1
2023-03-06,4
2023-03-07,8
2023-03-08,10
2023-03-09,11
2023-03-10,14
2023-03-11,6
2023-03-12,9
2023-03-13,21
2023-03-14,18
2023-03-15,24
2023-03-16,21
2023-03-17,31
2023-03-18,20
2023-03-19,21
2023-03-20,45
2023-03-21,58
2023-03-22,60
2023-03-23,60
2023-03-24,44
2023-03-25,33
2023-03-26,28
2023-03-27,74
2023-03-28,76
2023-03-29,105
2023-03-30,97
2023-03-31,95
2023-04-01,57
2023-04-02,65
2023-04-03,125
2023-04-04,145
2023-04-05,133
2023-04-06,140
2023-04-07,158
2023-04-08,89
2023-04-09,72
2023-04-10,185
2023-04-11,166
2023-04-12,165
2023-04-13,162
2023-04-14,171
2023-04-15,82
2023-04-16,101
2023-04-17,162
2023-04-18,182
2023-04-19,177
2023-04-20,179
2023-04-21,173
2023-04-22,84
2023-04-23,80
2023-04-24,158
2023-04-25,147
2023-04-26,138
2023-04-27,137
2023-04-28,131
2023-04-29,57
2023-04-30,59
2023-05-01,97
2023-05-02,104
2023-05-03,109
2023-05-04,80
2023-05-05,73
2023-05-06,24
2023-05-07,35
2023-05-08,57
2023-05-09,46
2023-05-10,68
2023-05-11,50
2023-05-12,44
2023-05-13,33
2023-05-14,17
2023-05-15,34
2023-05-16,44
2023-05-17,28
2023-05-18,27
2023-05-19,36
2023-05-20,12
2023-05-21,10
2023-05-22,28
2023-05-23,15
2023-05-24,17
2023-05-25,19
2023-05-26,16
2023-05-27,6
2023-05-28,4
2023-05-29,13
2023-05-30,12
