date,hospitalisations
2023-01-01,3
2023-01-02,9
2023-01-03,8
2023-01-04,11
2023-01-05,7
2023-01-06,5
2023-01-07,6
2023-01-08,1
2023-01-09,4
2023-01-10,10
2023-01-11,6
2023-01-12,3
2023-01-13,7
2023-01-14,0
2023-01-15,2
2023-01-16,4
2023-01-17,3
2023-01-18,6
2023-01-19,5
2023-01-20,3
2023-01-21,6
2023-01-22,3
2023-01-23,3
2023-01-24,8
2023-01-25,2
2023-01-26,4
2023-01-27,7
2023-01-28,5
2023-01-29,2
2023-01-30,5
2023-01-31,3
2023-02-01,6
2023-02-02,5
2023-02-03,7
2023-02-04,1
2023-02-05,2
2023-02-06,6
2023-02-07,5
2023-02-08,5
2023-02-09,7
2023-02-10,4
2023-02-11,1
2023-02-12,0
2023-02-13,6
2023-02-14,5
2023-02-15,10
2023-02-16,10
2023-02-17,10
2023-02-18,6
2023-02-19,7
2023-02-20,13
2023-02-21,14
2023-02-22,7
2023-02-23,19
2023-02-24,20
2023-02-25,5
2023-02-26,12
2023-02-27,23
2023-02-28,22
2023-03-01,32
2023-03-02,23
2023-03-03,24
2023-03-04,12
2023-03-05,16
2023-03-06,40
2023-03-07,45
2023-03-08,34
2023-03-09,43
2023-03-10,54
2023-03-11,28
2023-03-12,20
2023-03-13,57
2023-03-14,54
2023-03-15,68
2023-03-16,60
2023-03-17,61
2023-03-18,33
2023-03-19,36
2023-03-20,80
2023-03-21,91
2023-03-22,74
2023-03-23,87
2023-03-24,86
2023-03-25,53
2023-03-26,39
2023-03-27,87
2023-03-28,95
2023-03-29,77
2023-03-30,87
2023-03-31,101
2023-04-01,59
2023-04-02,43
2023-04-03,105
2023-04-04,126
2023-04-05,116
2023-04-06,108
2023-04-07,100
2023-04-08,43
2023-04-09,47
2023-04-10,105
2023-04-11,104
2023-04-12,107
2023-04-13,118
2023-04-14,117
2023-04-15,56
2023-04-16,46
2023-04-17,89
2023-04-18,103
2023-04-19,73
2023-04-20,87
2023-04-21,83
2023-04-22,40
2023-04-23,47
2023-04-24,65
2023-04-25,76
2023-04-26,73
2023-04-27,78
2023-04-28,89
2023-04-29,32
2023-04-30,34
2023-05-01,63
2023-05-02,51
2023-05-03,75
2023-05-04,36
2023-05-05,50
2023-05-06,27
2023-05-07,24
2023-05-08,53
2023-05-09,46
2023-05-10,48
2023-05-11,38
2023-05-12,55
2023-05-13,20
2023-05-14,17
2023-05-15,37
2023-05-16,31
2023-05-17,30
2023-05-18,30
2023-05-19,43
2023-05-20,13
2023-05-21,16
2023-05-22,25
2023-05-23,23
2023-05-24,25
2023-05-25,18
2023-05-26,17
2023-05-27,8
2023-05-28,7
2023-05-29,13
2023-05-30,19
