day,I
1,82
2,100
3,122
4,89
5,127
6,66
7,64
8,104
9,91
10,66
11,82
12,71
13,87
14,82
15,50
16,99
17,88
18,37
19,45
20,108
21,105
22,156
23,48
24,53
25,70
26,76
27,118
28,165
29,96
30,68
31,56
32,124
33,139
34,148
35,153
36,89
37,149
38,216
39,185
40,164
41,182
42,122
43,332
44,267
45,235
46,185
47,227
48,418
49,287
50,301
51,417
52,399
53,386
54,399
55,585
56,454
57,457
58,401
59,685
60,493
61,451
62,645
63,670
64,807
65,681
66,632
67,691
68,708
69,950
70,717
71,753
72,839
73,964
74,838
75,1065
76,905
77,858
78,1120
79,809
80,1023
81,968
82,972
83,1099
84,758
85,1034
86,885
87,822
88,983
89,915
90,751
91,993
92,830
93,914
94,674
95,795
96,751
97,765
98,826
99,558
100,641
101,683
102,724
103,627
104,616
105,599
106,634
107,451
108,512
109,577
110,623
111,541
112,507
113,363
114,415
115,464
116,520
117,644
118,382
119,414
120,358
121,305
122,513
123,321
124,361
125,442
126,423
127,334
128,404
129,303
130,282
131,352
132,230
133,340
134,258
135,343
136,269
137,199
138,334
139,238
140,345
141,285
142,197
143,203
144,169
145,240
146,184
147,157
148,246
149,214
150,239
