date,hospitalisations
2023-01-01,1
2023-01-02,5
2023-01-03,7
2023-01-04,6
2023-01-05,7
2023-01-06,10
2023-01-07,3
2023-01-08,1
2023-01-09,5
2023-01-10,2
2023-01-11,4
2023-01-12,9
2023-01-13,3
2023-01-14,7
2023-01-15,2
2023-01-16,3
2023-01-17,4
2023-01-18,3
2023-01-19,8
2023-01-20,7
2023-01-21,1
2023-01-22,3
2023-01-23,7
2023-01-24,5
2023-01-25,5
2023-01-26,5
2023-01-27,6
2023-01-28,3
2023-01-29,2
2023-01-30,7
2023-01-31,1
2023-02-01,5
2023-02-02,4
2023-02-03,5
2023-02-04,3
2023-02-05,4
2023-02-06,6
2023-02-07,7
2023-02-08,3
2023-02-09,7
2023-02-10,5
2023-02-11,4
2023-02-12,6
2023-02-13,6
2023-02-14,6
2023-02-15,13
2023-02-16,9
2023-02-17,6
2023-02-18,7
2023-02-19,6
2023-02-20,16
2023-02-21,19
2023-02-22,20
2023-02-23,12
2023-02-24,8
2023-02-25,8
2023-02-26,12
2023-02-27,16
2023-02-28,17
2023-03-01,19
2023-03-02,17
2023-03-03,26
2023-03-04,7
2023-03-05,9
2023-03-06,23
2023-03-07,21
2023-03-08,28
2023-03-09,16
2023-03-10,26
2023-03-11,17
2023-03-12,11
2023-03-13,19
2023-03-14,23
2023-03-15,18
2023-03-16,28
2023-03-17,32
2023-03-18,10
2023-03-19,14
2023-03-20,20
2023-03-21,30
2023-03-22,22
2023-03-23,25
2023-03-24,17
2023-03-25,14
2023-03-26,10
2023-03-27,28
2023-03-28,22
2023-03-29,25
2023-03-30,23
2023-03-31,27
2023-04-01,9
2023-04-02,20
2023-04-03,30
2023-04-04,28
2023-04-05,24
2023-04-06,23
2023-04-07,21
2023-04-08,7
2023-04-09,16
2023-04-10,27
2023-04-11,27
2023-04-12,22
2023-04-13,29
2023-04-14,24
2023-04-15,18
2023-04-16,13
2023-04-17,22
2023-04-18,25
2023-04-19,27
2023-04-20,27
2023-04-21,25
2023-04-22,10
2023-04-23,10
2023-04-24,18
2023-04-25,29
2023-04-26,21
2023-04-27,28
2023-04-28,18
2023-04-29,18
2023-04-30,10
2023-05-01,20
2023-05-02,26
2023-05-03,22
2023-05-04,21
2023-05-05,31
2023-05-06,5
2023-05-07,11
2023-05-08,22
2023-05-09,27
2023-05-10,23
2023-05-11,23
2023-05-12,23
2023-05-13,10
2023-05-14,13
2023-05-15,22
2023-05-16,20
2023-05-17,16
2023-05-18,21
2023-05-19,16
2023-05-20,10
2023-05-21,8
2023-05-22,10
2023-05-23,22
2023-05-24,17
2023-05-25,19
2023-05-26,13
2023-05-27,9
2023-05-28,11
2023-05-29,20
2023-05-30,25
