date,hospitalisations
2023-01-01,0
2023-01-02,6
2023-01-03,5
2023-01-04,5
2023-01-05,7
2023-01-06,5
2023-01-07,1
2023-01-08,2
2023-01-09,7
2023-01-10,8
2023-01-11,5
2023-01-12,7
2023-01-13,10
2023-01-14,0
2023-01-15,5
2023-01-16,9
2023-01-17,6
2023-01-18,4
2023-01-19,7
2023-01-20,1
2023-01-21,2
2023-01-22,0
2023-01-23,6
2023-01-24,3
2023-01-25,5
2023-01-26,4
2023-01-27,5
2023-01-28,2
2023-01-29,0
2023-01-30,5
2023-01-31,5
2023-02-01,4
2023-02-02,3
2023-02-03,2
2023-02-04,1
2023-02-05,1
2023-02-06,6
2023-02-07,5
2023-02-08,3
2023-02-09,6
2023-02-10,3
2023-02-11,0
2023-02-12,5
2023-02-13,3
2023-02-14,5
2023-02-15,3
2023-02-16,8
2023-02-17,3
2023-02-18,1
2023-02-19,0
2023-02-20,8
2023-02-21,10
2023-02-22,4
2023-02-23,10
2023-02-24,5
2023-02-25,0
2023-02-26,3
2023-02-27,9
2023-02-28,8
2023-03-01,9
2023-03-02,12
2023-03-03,8
2023-03-04,3
2023-03-05,1
2023-03-06,11
2023-03-07,13
2023-03-08,4
2023-03-09,11
2023-03-10,15
2023-03-11,2
2023-03-12,7
2023-03-13,16
2023-03-14,15
2023-03-15,12
2023-03-16,8
2023-03-17,13
2023-03-18,3
2023-03-19,6
2023-03-20,16
2023-03-21,11
2023-03-22,18
2023-03-23,13
2023-03-24,20
2023-03-25,6
2023-03-26,4
2023-03-27,13
2023-03-28,22
2023-03-29,17
2023-03-30,19
2023-03-31,35
2023-04-01,7
2023-04-02,9
2023-04-03,20
2023-04-04,30
2023-04-05,16
2023-04-06,20
2023-04-07,34
2023-04-08,6
2023-04-09,7
2023-04-10,26
2023-04-11,23
2023-04-12,22
2023-04-13,24
2023-04-14,24
2023-04-15,10
2023-04-16,6
2023-04-17,20
2023-04-18,30
2023-04-19,34
2023-04-20,26
2023-04-21,31
2023-04-22,5
2023-04-23,6
2023-04-24,18
2023-04-25,25
2023-04-26,24
2023-04-27,28
2023-04-28,27
2023-04-29,8
2023-04-30,5
2023-05-01,20
2023-05-02,21
2023-05-03,21
2023-05-04,19
2023-05-05,15
2023-05-06,6
2023-05-07,8
2023-05-08,19
2023-05-09,17
2023-05-10,15
2023-05-11,13
2023-05-12,14
2023-05-13,6
2023-05-14,3
2023-05-15,20
2023-05-16,13
2023-05-17,12
2023-05-18,10
2023-05-19,9
2023-05-20,5
2023-05-21,6
2023-05-22,20
2023-05-23,17
2023-05-24,12
2023-05-25,10
2023-05-26,15
2023-05-27,4
2023-05-28,4
2023-05-29,13
2023-05-30,8
