date,deaths
2023-01-01,0
2023-01-02,0
2023-01-03,0
2023-01-04,2
2023-01-05,1
2023-01-06,4
2023-01-07,1
2023-01-08,2
2023-01-09,3
2023-01-10,3
2023-01-11,2
2023-01-12,1
2023-01-13,3
2023-01-14,2
2023-01-15,1
2023-01-16,1
2023-01-17,2
2023-01-18,9
2023-01-19,3
2023-01-20,5
2023-01-21,2
2023-01-22,3
2023-01-23,1
2023-01-24,3
2023-01-25,5
2023-01-26,2
2023-01-27,1
2023-01-28,2
2023-01-29,2
2023-01-30,4
2023-01-31,0
2023-02-01,2
2023-02-02,2
2023-02-03,2
2023-02-04,1
2023-02-05,0
2023-02-06,1
2023-02-07,1
2023-02-08,3
2023-02-09,0
2023-02-10,0
2023-02-11,0
2023-02-12,1
2023-02-13,3
2023-02-14,1
2023-02-15,3
2023-02-16,3
2023-02-17,3
2023-02-18,2
2023-02-19,0
2023-02-20,3
2023-02-21,0
2023-02-22,4
2023-02-23,3
2023-02-24,2
2023-02-25,3
2023-02-26,2
2023-02-27,3
2023-02-28,2
2023-03-01,4
2023-03-02,5
2023-03-03,9
2023-03-04,2
2023-03-05,4
2023-03-06,3
2023-03-07,11
2023-03-08,5
2023-03-09,13
2023-03-10,19
2023-03-11,10
2023-03-12,13
2023-03-13,23
2023-03-14,24
2023-03-15,27
2023-03-16,30
2023-03-17,37
2023-03-18,29
2023-03-19,33
2023-03-20,50
2023-03-21,62
2023-03-22,68
2023-03-23,88
2023-03-24,85
2023-03-25,56
2023-03-26,45
2023-03-27,122
2023-03-28,105
2023-03-29,125
2023-03-30,154
2023-03-31,123
2023-04-01,79
2023-04-02,80
2023-04-03,184
2023-04-04,187
2023-04-05,207
2023-04-06,178
2023-04-07,216
2023-04-08,98
2023-04-09,112
2023-04-10,228
2023-04-11,231
2023-04-12,250
2023-04-13,252
2023-04-14,255
2023-04-15,131
2023-04-16,143
2023-04-17,231
2023-04-18,243
2023-04-19,266
2023-04-20,219
2023-04-21,211
2023-04-22,113
2023-04-23,140
2023-04-24,228
2023-04-25,209
2023-04-26,178
2023-04-27,172
2023-04-28,162
2023-04-29,57
2023-04-30,61
2023-05-01,119
2023-05-02,137
2023-05-03,130
2023-05-04,127
2023-05-05,121
2023-05-06,41
2023-05-07,42
2023-05-08,91
2023-05-09,86
2023-05-10,79
2023-05-11,71
2023-05-12,59
2023-05-13,20
2023-05-14,22
2023-05-15,51
2023-05-16,54
2023-05-17,61
2023-05-18,49
2023-05-19,39
2023-05-20,16
2023-05-21,13
2023-05-22,37
2023-05-23,25
2023-05-24,25
2023-05-25,22
2023-05-26,29
2023-05-27,11
2023-05-28,8
2023-05-29,19
2023-05-30,15
