day,I
1,66
2,89
3,87
4,87
5,100
6,65
7,80
8,89
9,94
10,61
11,94
12,101
13,114
14,104
15,99
16,115
17,153
18,160
19,121
20,164
21,160
22,200
23,187
24,216
25,200
26,213
27,239
28,248
29,262
30,251
31,251
32,256
33,225
34,255
35,274
36,221
37,224
38,237
39,185
40,176
41,186
42,150
43,155
44,154
45,112
46,121
47,100
48,103
49,95
50,78
51,79
52,70
53,83
54,67
55,61
56,43
57,54
58,50
59,62
60,52
61,44
62,44
63,54
64,45
65,56
66,54
67,56
68,44
69,58
70,64
71,45
72,60
73,86
74,63
75,64
76,85
77,77
78,66
79,86
80,107
81,116
82,89
83,126
84,117
85,136
86,134
87,129
88,170
89,163
90,141
91,154
92,142
93,143
94,166
95,168
96,167
97,136
98,120
99,148
100,118
101,130
102,119
103,114
104,112
105,83
106,96
107,74
108,77
109,66
110,52
111,50
112,51
113,56
114,47
115,51
116,43
117,38
118,39
119,41
120,33
121,39
122,37
123,22
124,33
125,38
126,34
127,39
128,36
129,37
130,35
131,56
132,52
133,33
134,53
135,64
136,76
137,57
138,71
139,72
140,78
141,84
142,94
143,102
144,98
145,82
146,134
147,130
148,107
149,112
150,139
