day,I
1,56
2,66
3,68
4,48
5,54
6,44
7,35
8,50
9,32
10,26
11,25
12,27
13,30
14,28
15,24
16,23
17,22
18,26
19,21
20,28
21,23
22,31
23,25
24,36
25,40
26,28
27,25
28,31
29,30
30,59
31,46
32,48
33,54
34,42
35,47
36,61
37,49
38,50
39,48
40,49
41,35
42,45
43,45
44,45
45,47
46,48
47,66
48,64
49,51
50,65
51,81
52,79
53,73
54,94
55,92
56,87
57,96
58,112
59,103
60,142
61,139
62,153
63,182
64,160
65,198
66,209
67,228
68,241
69,241
70,235
71,275
72,275
73,259
74,296
75,329
76,310
77,304
78,310
79,308
80,320
81,304
82,312
83,292
84,321
85,256
86,296
87,289
88,289
89,298
90,299
91,277
92,309
93,276
94,291
95,295
96,263
97,276
98,238
99,254
100,237
101,242
102,234
103,194
104,218
105,206
106,197
107,165
108,176
109,178
110,144
111,132
112,134
113,105
114,132
115,122
116,121
117,113
118,121
119,97
120,111
121,66
122,72
123,72
124,81
125,80
126,59
127,62
128,63
129,57
130,78
131,83
132,56
133,63
134,54
135,41
136,50
137,52
138,46
139,45
140,30
141,23
142,28
143,25
144,26
145,14
146,14
147,10
148,16
149,12
150,15
