day,I
1,88
2,107
3,92
4,120
5,104
6,108
7,109
8,103
9,119
10,123
11,109
12,119
13,155
14,167
15,143
16,175
17,200
18,194
19,196
20,218
21,229
22,244
23,250
24,271
25,262
26,287
27,300
28,317
29,356
30,325
31,337
32,342
33,347
34,351
35,366
36,332
37,312
38,302
39,322
40,268
41,264
42,232
43,227
44,222
45,200
46,179
47,168
48,149
49,159
50,130
51,123
52,103
53,79
54,112
55,92
56,67
57,76
58,83
59,70
60,58
61,61
62,62
63,67
64,64
65,44
66,64
67,74
68,76
69,76
70,69
71,62
72,78
73,86
74,87
75,96
76,120
77,113
78,126
79,125
80,131
81,142
82,150
83,139
84,176
85,182
86,194
87,201
88,186
89,195
90,203
91,217
92,215
93,210
94,206
95,205
96,200
97,180
98,198
99,172
100,184
101,156
102,152
103,132
104,118
105,119
106,112
107,108
108,78
109,59
110,68
111,70
112,66
113,57
114,54
115,37
116,47
117,38
118,33
119,27
120,31
121,26
122,24
123,28
124,35
125,27
126,22
127,25
128,22
129,29
130,31
131,32
132,36
133,40
134,27
135,45
136,51
137,50
138,48
139,51
140,46
141,64
142,65
143,54
144,65
145,67
146,79
147,72
148,75
149,76
150,100
