date,hospitalisations
2023-01-01,1
2023-01-02,1
2023-01-03,4
2023-01-04,3
2023-01-05,2
2023-01-06,2
2023-01-07,3
2023-01-08,2
2023-01-09,9
2023-01-10,3
2023-01-11,4
2023-01-12,3
2023-01-13,1
2023-01-14,1
2023-01-15,1
2023-01-16,2
2023-01-17,2
2023-01-18,3
2023-01-19,3
2023-01-20,2
2023-01-21,1
2023-01-22,2
2023-01-23,2
2023-01-24,2
2023-01-25,3
2023-01-26,6
2023-01-27,1
2023-01-28,2
2023-01-29,1
2023-01-30,0
2023-01-31,1
2023-02-01,2
2023-02-02,3
2023-02-03,3
2023-02-04,2
2023-02-05,1
2023-02-06,6
2023-02-07,2
2023-02-08,5
2023-02-09,2
2023-02-10,3
2023-02-11,0
2023-02-12,1
2023-02-13,4
2023-02-14,1
2023-02-15,4
2023-02-16,2
2023-02-17,1
2023-02-18,2
2023-02-19,3
2023-02-20,4
2023-02-21,1
2023-02-22,2
2023-02-23,2
2023-02-24,4
2023-02-25,1
2023-02-26,2
2023-02-27,3
2023-02-28,0
2023-03-01,5
2023-03-02,7
2023-03-03,6
2023-03-04,2
2023-03-05,1
2023-03-06,5
2023-03-07,4
2023-03-08,4
2023-03-09,4
2023-03-10,9
2023-03-11,5
2023-03-12,4
2023-03-13,8
2023-03-14,12
2023-03-15,4
2023-03-16,6
2023-03-17,4
2023-03-18,3
2023-03-19,4
2023-03-20,13
2023-03-21,9
2023-03-22,4
2023-03-23,10
2023-03-24,9
2023-03-25,3
2023-03-26,2
2023-03-27,11
2023-03-28,10
2023-03-29,8
2023-03-30,9
2023-03-31,20
2023-04-01,3
2023-04-02,6
2023-04-03,14
2023-04-04,17
2023-04-05,11
2023-04-06,7
2023-04-07,19
2023-04-08,9
2023-04-09,6
2023-04-10,12
2023-04-11,13
2023-04-12,12
2023-04-13,17
2023-04-14,8
2023-04-15,8
2023-04-16,9
2023-04-17,8
2023-04-18,9
2023-04-19,18
2023-04-20,17
2023-04-21,5
2023-04-22,7
2023-04-23,9
2023-04-24,11
2023-04-25,12
2023-04-26,16
2023-04-27,18
2023-04-28,10
2023-04-29,8
2023-04-30,7
2023-05-01,15
2023-05-02,10
2023-05-03,14
2023-05-04,18
2023-05-05,11
2023-05-06,7
2023-05-07,2
2023-05-08,8
2023-05-09,12
2023-05-10,7
2023-05-11,9
2023-05-12,13
2023-05-13,6
2023-05-14,1
2023-05-15,13
2023-05-16,11
2023-05-17,9
2023-05-18,7
2023-05-19,8
2023-05-20,4
2023-05-21,6
2023-05-22,8
2023-05-23,5
2023-05-24,4
2023-05-25,4
2023-05-26,3
2023-05-27,3
2023-05-28,2
2023-05-29,3
2023-05-30,7
