day,I
1,125
2,95
3,97
4,74
5,95
6,73
7,68
8,64
9,88
10,51
11,57
12,79
13,48
14,57
15,62
16,60
17,59
18,54
19,45
20,66
21,46
22,66
23,56
24,58
25,71
26,64
27,76
28,83
29,55
30,98
31,77
32,105
33,103
34,116
35,129
36,152
37,130
38,176
39,197
40,189
41,249
42,258
43,292
44,285
45,397
46,406
47,363
48,526
49,667
50,635
51,734
52,948
53,950
54,1058
55,1271
56,1265
57,1475
58,1609
59,1691
60,1822
61,2102
62,2160
63,2352
64,2467
65,2715
66,2979
67,3006
68,3289
69,3394
70,3732
71,3776
72,3992
73,4297
74,4312
75,4664
76,4640
77,4834
78,4929
79,5004
80,5250
81,5255
82,5323
83,5282
84,5260
85,5344
86,5427
87,5276
88,5071
89,4912
90,4901
91,4745
92,4602
93,4404
94,4326
95,4057
96,3877
97,3662
98,3489
99,3184
100,2957
101,2875
102,2626
103,2474
104,2368
105,2263
106,2124
107,1985
108,1863
109,1803
110,1615
111,1451
112,1434
113,1392
114,1266
115,1153
116,1103
117,1047
118,993
119,910
120,844
121,793
122,739
123,717
124,630
125,588
126,546
127,511
128,491
129,512
130,410
131,407
132,409
133,366
134,319
135,334
136,277
137,294
138,279
139,202
140,237
141,202
142,141
143,185
144,170
145,125
146,160
147,177
148,107
149,141
150,109
