day,I
1,98
2,95
3,98
4,90
5,96
6,84
7,78
8,67
9,96
10,71
11,99
12,88
13,95
14,70
15,73
16,81
17,88
18,100
19,88
20,86
21,81
22,105
23,90
24,86
25,101
26,94
27,106
28,121
29,124
30,97
31,109
32,131
33,157
34,141
35,150
36,155
37,159
38,171
39,188
40,201
41,202
42,213
43,224
44,211
45,267
46,292
47,288
48,296
49,312
50,376
51,377
52,409
53,407
54,464
55,461
56,486
57,530
58,533
59,575
60,572
61,588
62,654
63,618
64,688
65,720
66,756
67,791
68,737
69,799
70,823
71,876
72,861
73,840
74,878
75,960
76,952
77,951
78,972
79,929
80,992
81,932
82,973
83,1017
84,922
85,998
86,892
87,951
88,935
89,974
90,905
91,870
92,845
93,864
94,796
95,890
96,806
97,770
98,773
99,673
100,652
101,642
102,645
103,658
104,661
105,600
106,519
107,603
108,569
109,519
110,486
111,455
112,462
113,445
114,445
115,425
116,411
117,376
118,387
119,367
120,325
121,317
122,309
123,320
124,322
125,304
126,262
127,263
128,247
129,253
130,261
131,243
132,217
133,214
134,213
135,211
136,178
137,210
138,182
139,188
140,166
141,139
142,153
143,151
144,155
145,140
146,118
147,115
148,146
149,97
150,118
