date,hospitalisations
2023-01-01,3
2023-01-02,7
2023-01-03,3
2023-01-04,6
2023-01-05,6
2023-01-06,3
2023-01-07,6
2023-01-08,3
2023-01-09,9
2023-01-10,9
2023-01-11,6
2023-01-12,4
2023-01-13,6
2023-01-14,3
2023-01-15,3
2023-01-16,4
2023-01-17,4
2023-01-18,6
2023-01-19,4
2023-01-20,6
2023-01-21,2
2023-01-22,3
2023-01-23,4
2023-01-24,2
2023-01-25,2
2023-01-26,4
2023-01-27,3
2023-01-28,4
2023-01-29,1
2023-01-30,6
2023-01-31,5
2023-02-01,1
2023-02-02,3
2023-02-03,3
2023-02-04,2
2023-02-05,0
2023-02-06,6
2023-02-07,2
2023-02-08,2
2023-02-09,2
2023-02-10,4
2023-02-11,2
2023-02-12,1
2023-02-13,4
2023-02-14,3
2023-02-15,5
2023-02-16,1
2023-02-17,2
2023-02-18,4
2023-02-19,2
2023-02-20,4
2023-02-21,5
2023-02-22,7
2023-02-23,4
2023-02-24,5
2023-02-25,3
2023-02-26,3
2023-02-27,3
2023-02-28,4
2023-03-01,7
2023-03-02,5
2023-03-03,5
2023-03-04,2
2023-03-05,4
2023-03-06,4
2023-03-07,6
2023-03-08,7
2023-03-09,9
2023-03-10,10
2023-03-11,5
2023-03-12,6
2023-03-13,18
2023-03-14,6
2023-03-15,14
2023-03-16,14
2023-03-17,11
2023-03-18,4
2023-03-19,13
2023-03-20,14
2023-03-21,13
2023-03-22,11
2023-03-23,15
2023-03-24,16
2023-03-25,5
2023-03-26,6
2023-03-27,16
2023-03-28,26
2023-03-29,13
2023-03-30,10
2023-03-31,12
2023-04-01,5
2023-04-02,7
2023-04-03,23
2023-04-04,15
2023-04-05,18
2023-04-06,18
2023-04-07,19
2023-04-08,14
2023-04-09,13
2023-04-10,13
2023-04-11,25
2023-04-12,27
2023-04-13,26
2023-04-14,21
2023-04-15,14
2023-04-16,16
2023-04-17,26
2023-04-18,26
2023-04-19,27
2023-04-20,27
2023-04-21,24
2023-04-22,16
2023-04-23,14
2023-04-24,20
2023-04-25,17
2023-04-26,11
2023-04-27,20
2023-04-28,23
2023-04-29,9
2023-04-30,8
2023-05-01,21
2023-05-02,17
2023-05-03,21
2023-05-04,21
2023-05-05,12
2023-05-06,14
2023-05-07,5
2023-05-08,22
2023-05-09,15
2023-05-10,19
2023-05-11,12
2023-05-12,13
2023-05-13,12
2023-05-14,8
2023-05-15,18
2023-05-16,15
2023-05-17,20
2023-05-18,6
2023-05-19,8
2023-05-20,6
2023-05-21,10
2023-05-22,5
2023-05-23,11
2023-05-24,13
2023-05-25,8
2023-05-26,13
2023-05-27,4
2023-05-28,2
2023-05-29,9
2023-05-30,12
