day,I
1,81
2,67
3,69
4,97
5,69
6,77
7,80
8,77
9,55
10,41
11,55
12,54
13,38
14,45
15,51
16,60
17,47
18,63
19,51
20,51
21,47
22,59
23,69
24,47
25,51
26,40
27,40
28,49
29,48
30,53
31,52
32,51
33,40
34,73
35,68
36,77
37,82
38,70
39,60
40,94
41,98
42,79
43,83
44,113
45,117
46,112
47,113
48,132
49,139
50,166
51,158
52,154
53,180
54,193
55,257
56,248
57,262
58,340
59,382
60,351
61,340
62,396
63,412
64,428
65,462
66,437
67,507
68,548
69,524
70,555
71,527
72,573
73,614
74,627
75,584
76,696
77,703
78,707
79,725
80,731
81,688
82,780
83,721
84,771
85,811
86,834
87,851
88,838
89,853
90,948
91,901
92,879
93,847
94,820
95,842
96,773
97,796
98,780
99,699
100,690
101,668
102,715
103,624
104,631
105,628
106,641
107,577
108,585
109,533
110,518
111,508
112,488
113,442
114,442
115,430
116,402
117,351
118,367
119,334
120,306
121,296
122,258
123,271
124,244
125,280
126,232
127,238
128,236
129,235
130,216
131,215
132,222
133,169
134,174
135,166
136,165
137,146
138,137
139,124
140,147
141,149
142,107
143,101
144,90
145,66
146,87
147,85
148,70
149,72
150,66
