day,I
1,85
2,82
3,84
4,89
5,88
6,62
7,72
8,80
9,75
10,67
11,64
12,52
13,60
14,53
15,59
16,47
17,49
18,57
19,56
20,57
21,46
22,55
23,39
24,51
25,58
26,56
27,60
28,60
29,62
30,74
31,67
32,59
33,79
34,73
35,79
36,103
37,90
38,90
39,98
40,104
41,109
42,102
43,117
44,136
45,117
46,126
47,139
48,148
49,176
50,160
51,185
52,174
53,220
54,230
55,250
56,267
57,253
58,303
59,320
60,333
61,331
62,371
63,427
64,430
65,424
66,461
67,474
68,524
69,533
70,507
71,581
72,563
73,609
74,607
75,615
76,641
77,683
78,665
79,714
80,758
81,692
82,740
83,765
84,814
85,825
86,784
87,805
88,793
89,839
90,806
91,799
92,815
93,774
94,811
95,758
96,718
97,738
98,766
99,696
100,651
101,638
102,641
103,655
104,612
105,603
106,550
107,488
108,505
109,490
110,498
111,455
112,433
113,413
114,392
115,396
116,341
117,352
118,384
119,334
120,316
121,298
122,286
123,294
124,272
125,257
126,236
127,224
128,223
129,235
130,179
131,217
132,185
133,188
134,182
135,185
136,165
137,157
138,164
139,154
140,155
141,143
142,143
143,114
144,115
145,121
146,114
147,101
148,120
149,99
150,87
