day,I
1,66
2,74
3,67
4,74
5,69
6,65
7,48
8,42
9,52
10,70
11,61
12,48
13,47
14,54
15,45
16,48
17,40
18,44
19,52
20,52
21,43
22,35
23,60
24,58
25,56
26,51
27,45
28,66
29,59
30,56
31,40
32,53
33,74
34,54
35,68
36,70
37,68
38,80
39,92
40,73
41,105
42,104
43,94
44,105
45,115
46,124
47,140
48,132
49,139
50,185
51,172
52,192
53,173
54,228
55,241
56,272
57,312
58,307
59,315
60,353
61,374
62,403
63,484
64,497
65,517
66,567
67,604
68,709
69,691
70,787
71,799
72,892
73,937
74,1019
75,1093
76,1213
77,1324
78,1489
79,1348
80,1304
81,1178
82,985
83,915
84,769
85,649
86,625
87,562
88,495
89,423
90,372
91,333
92,298
93,255
94,220
95,214
96,172
97,190
98,143
99,153
100,109
101,94
102,84
103,78
104,61
105,65
106,61
107,55
108,43
109,37
110,33
111,28
112,21
113,21
114,31
115,20
116,21
117,13
118,17
119,9
120,13
121,14
122,11
123,4
124,5
125,10
126,9
127,11
128,3
129,3
130,2
131,6
132,5
133,2
134,3
135,1
136,1
137,1
138,3
139,0
140,1
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
