day,I
1,56
2,63
3,60
4,55
5,55
6,47
7,61
8,60
9,38
10,55
11,45
12,42
13,51
14,50
15,48
16,43
17,41
18,42
19,51
20,47
21,54
22,48
23,42
24,59
25,43
26,51
27,48
28,48
29,56
30,47
31,59
32,66
33,60
34,72
35,69
36,78
37,85
38,84
39,83
40,87
41,87
42,104
43,107
44,112
45,116
46,122
47,146
48,147
49,160
50,159
51,181
52,191
53,210
54,251
55,250
56,246
57,262
58,290
59,351
60,344
61,320
62,384
63,433
64,418
65,448
66,442
67,520
68,523
69,483
70,577
71,621
72,602
73,639
74,659
75,650
76,727
77,728
78,725
79,730
80,770
81,776
82,783
83,814
84,806
85,829
86,855
87,808
88,859
89,808
90,837
91,872
92,834
93,842
94,797
95,754
96,781
97,805
98,707
99,703
100,697
101,666
102,680
103,613
104,587
105,559
106,558
107,534
108,490
109,433
110,491
111,449
112,409
113,429
114,380
115,399
116,361
117,372
118,332
119,323
120,294
121,297
122,285
123,279
124,283
125,239
126,239
127,227
128,216
129,223
130,209
131,188
132,166
133,186
134,152
135,162
136,166
137,161
138,149
139,143
140,137
141,128
142,148
143,113
144,124
145,119
146,116
147,107
148,100
149,86
150,96
