day,I
1,95
2,89
3,93
4,104
5,91
6,90
7,86
8,78
9,94
10,76
11,68
12,64
13,77
14,79
15,72
16,53
17,53
18,64
19,69
20,71
21,72
22,70
23,75
24,62
25,81
26,58
27,75
28,94
29,73
30,70
31,77
32,87
33,83
34,95
35,106
36,100
37,128
38,101
39,128
40,130
41,144
42,142
43,158
44,156
45,180
46,202
47,188
48,199
49,222
50,250
51,267
52,264
53,299
54,320
55,367
56,418
57,459
58,479
59,513
60,552
61,563
62,612
63,635
64,674
65,729
66,751
67,781
68,869
69,845
70,952
71,938
72,978
73,1008
74,1005
75,1142
76,1089
77,1142
78,1180
79,1248
80,1249
81,1276
82,1215
83,1306
84,1307
85,1271
86,1380
87,1303
88,1276
89,1318
90,1362
91,1323
92,1317
93,1300
94,1248
95,1268
96,1305
97,1191
98,1200
99,1151
100,1081
101,1125
102,960
103,976
104,944
105,888
106,876
107,833
108,829
109,762
110,749
111,684
112,651
113,669
114,628
115,604
116,557
117,587
118,536
119,493
120,475
121,489
122,448
123,385
124,382
125,372
126,361
127,367
128,328
129,328
130,295
131,343
132,266
133,284
134,230
135,249
136,250
137,268
138,220
139,185
140,205
141,183
142,172
143,166
144,163
145,148
146,133
147,151
148,137
149,138
150,115
