date,cases
2023-01-01,15
2023-01-02,29
2023-01-03,21
2023-01-04,26
2023-01-05,19
2023-01-06,29
2023-01-07,14
2023-01-08,9
2023-01-09,29
2023-01-10,32
2023-01-11,28
2023-01-12,38
2023-01-13,40
2023-01-14,5
2023-01-15,13
2023-01-16,31
2023-01-17,34
2023-01-18,33
2023-01-19,43
2023-01-20,27
2023-01-21,20
2023-01-22,17
2023-01-23,28
2023-01-24,33
2023-01-25,29
2023-01-26,26
2023-01-27,39
2023-01-28,15
2023-01-29,17
2023-01-30,28
2023-01-31,32
2023-02-01,27
2023-02-02,30
2023-02-03,49
2023-02-04,18
2023-02-05,13
2023-02-06,47
2023-02-07,52
2023-02-08,48
2023-02-09,50
2023-02-10,47
2023-02-11,24
2023-02-12,23
2023-02-13,53
2023-02-14,59
2023-02-15,60
2023-02-16,68
2023-02-17,54
2023-02-18,42
2023-02-19,43
2023-02-20,83
2023-02-21,58
2023-02-22,75
2023-02-23,99
2023-02-24,119
2023-02-25,41
2023-02-26,53
2023-02-27,128
2023-02-28,135
2023-03-01,122
2023-03-02,145
2023-03-03,113
2023-03-04,74
2023-03-05,82
2023-03-06,168
2023-03-07,183
2023-03-08,196
2023-03-09,196
2023-03-10,203
2023-03-11,120
2023-03-12,121
2023-03-13,223
2023-03-14,236
2023-03-15,237
2023-03-16,219
2023-03-17,237
2023-03-18,140
2023-03-19,136
2023-03-20,298
2023-03-21,282
2023-03-22,261
2023-03-23,273
2023-03-24,272
2023-03-25,137
2023-03-26,156
2023-03-27,267
2023-03-28,255
2023-03-29,285
2023-03-30,249
2023-03-31,246
2023-04-01,114
2023-04-02,142
2023-04-03,242
2023-04-04,228
2023-04-05,245
2023-04-06,231
2023-04-07,246
2023-04-08,106
2023-04-09,100
2023-04-10,195
2023-04-11,190
2023-04-12,175
2023-04-13,173
2023-04-14,172
2023-04-15,89
2023-04-16,81
2023-04-17,146
2023-04-18,148
2023-04-19,144
2023-04-20,142
2023-04-21,124
2023-04-22,63
2023-04-23,61
2023-04-24,120
2023-04-25,113
2023-04-26,106
2023-04-27,107
2023-04-28,85
2023-04-29,48
2023-04-30,42
2023-05-01,79
2023-05-02,87
2023-05-03,73
2023-05-04,85
2023-05-05,80
2023-05-06,34
2023-05-07,41
2023-05-08,93
2023-05-09,73
2023-05-10,67
2023-05-11,69
2023-05-12,70
2023-05-13,29
2023-05-14,27
2023-05-15,69
2023-05-16,66
2023-05-17,65
2023-05-18,67
2023-05-19,57
2023-05-20,24
2023-05-21,28
2023-05-22,47
2023-05-23,60
2023-05-24,49
2023-05-25,59
2023-05-26,63
2023-05-27,26
2023-05-28,29
2023-05-29,44
2023-05-30,40
