day,I
1,114
2,111
3,100
4,127
5,108
6,106
7,123
8,141
9,146
10,129
11,155
12,157
13,162
14,160
15,197
16,171
17,181
18,189
19,231
20,190
21,225
22,244
23,268
24,289
25,285
26,279
27,292
28,343
29,367
30,309
31,359
32,317
33,363
34,358
35,352
36,324
37,296
38,285
39,283
40,282
41,257
42,238
43,221
44,205
45,197
46,172
47,161
48,157
49,143
50,106
51,118
52,105
53,110
54,90
55,95
56,91
57,85
58,93
59,68
60,71
61,80
62,61
63,71
64,69
65,73
66,70
67,81
68,84
69,81
70,79
71,89
72,79
73,96
74,94
75,105
76,111
77,120
78,123
79,121
80,135
81,150
82,161
83,180
84,161
85,194
86,182
87,191
88,216
89,214
90,215
91,214
92,197
93,213
94,204
95,223
96,207
97,230
98,190
99,205
100,200
101,175
102,159
103,173
104,145
105,136
106,133
107,123
108,111
109,84
110,87
111,79
112,82
113,75
114,63
115,61
116,62
117,49
118,53
119,50
120,47
121,47
122,50
123,45
124,45
125,37
126,45
127,59
128,52
129,45
130,39
131,56
132,64
133,56
134,66
135,68
136,60
137,82
138,76
139,85
140,89
141,111
142,101
143,105
144,125
145,129
146,122
147,123
148,145
149,130
150,128
