date,cases
2023-01-01,16
2023-01-02,30
2023-01-03,40
2023-01-04,35
2023-01-05,32
2023-01-06,30
2023-01-07,17
2023-01-08,26
2023-01-09,35
2023-01-10,29
2023-01-11,43
2023-01-12,27
2023-01-13,36
2023-01-14,13
2023-01-15,16
2023-01-16,16
2023-01-17,48
2023-01-18,32
2023-01-19,37
2023-01-20,29
2023-01-21,19
2023-01-22,11
2023-01-23,30
2023-01-24,24
2023-01-25,29
2023-01-26,24
2023-01-27,38
2023-01-28,18
2023-01-29,15
2023-01-30,31
2023-01-31,32
2023-02-01,47
2023-02-02,34
2023-02-03,42
2023-02-04,19
2023-02-05,26
2023-02-06,41
2023-02-07,42
2023-02-08,45
2023-02-09,42
2023-02-10,48
2023-02-11,25
2023-02-12,20
2023-02-13,41
2023-02-14,63
2023-02-15,85
2023-02-16,87
2023-02-17,71
2023-02-18,45
2023-02-19,33
2023-02-20,94
2023-02-21,81
2023-02-22,102
2023-02-23,104
2023-02-24,111
2023-02-25,63
2023-02-26,45
2023-02-27,145
2023-02-28,145
2023-03-01,140
2023-03-02,151
2023-03-03,166
2023-03-04,94
2023-03-05,82
2023-03-06,212
2023-03-07,196
2023-03-08,218
2023-03-09,204
2023-03-10,195
2023-03-11,101
2023-03-12,110
2023-03-13,250
2023-03-14,241
2023-03-15,274
2023-03-16,248
2023-03-17,275
2023-03-18,122
2023-03-19,124
2023-03-20,249
2023-03-21,261
2023-03-22,299
2023-03-23,259
2023-03-24,273
2023-03-25,130
2023-03-26,122
2023-03-27,248
2023-03-28,261
2023-03-29,265
2023-03-30,272
2023-03-31,246
2023-04-01,131
2023-04-02,139
2023-04-03,217
2023-04-04,244
2023-04-05,232
2023-04-06,213
2023-04-07,230
2023-04-08,119
2023-04-09,112
2023-04-10,209
2023-04-11,188
2023-04-12,180
2023-04-13,205
2023-04-14,187
2023-04-15,79
2023-04-16,59
2023-04-17,174
2023-04-18,177
2023-04-19,134
2023-04-20,140
2023-04-21,135
2023-04-22,83
2023-04-23,63
2023-04-24,126
2023-04-25,111
2023-04-26,105
2023-04-27,101
2023-04-28,109
2023-04-29,51
2023-04-30,44
2023-05-01,104
2023-05-02,96
2023-05-03,102
2023-05-04,94
2023-05-05,84
2023-05-06,32
2023-05-07,50
2023-05-08,88
2023-05-09,92
2023-05-10,86
2023-05-11,103
2023-05-12,82
2023-05-13,52
2023-05-14,31
2023-05-15,66
2023-05-16,64
2023-05-17,70
2023-05-18,64
2023-05-19,49
2023-05-20,24
2023-05-21,23
2023-05-22,44
2023-05-23,47
2023-05-24,62
2023-05-25,48
2023-05-26,73
2023-05-27,27
2023-05-28,30
2023-05-29,48
2023-05-30,51
