day,I
1,103
2,110
3,126
4,117
5,107
6,139
7,134
8,122
9,136
10,134
11,167
12,153
13,186
14,189
15,199
16,189
17,233
18,240
19,273
20,261
21,286
22,299
23,327
24,349
25,395
26,341
27,383
28,413
29,435
30,427
31,460
32,472
33,444
34,396
35,445
36,426
37,410
38,389
39,367
40,348
41,325
42,311
43,292
44,298
45,236
46,228
47,208
48,196
49,177
50,161
51,153
52,137
53,141
54,117
55,94
56,103
57,116
58,85
59,91
60,72
61,81
62,75
63,87
64,87
65,83
66,85
67,85
68,69
69,84
70,76
71,86
72,100
73,93
74,106
75,126
76,125
77,113
78,125
79,175
80,167
81,137
82,166
83,187
84,182
85,215
86,197
87,216
88,248
89,250
90,241
91,249
92,275
93,261
94,233
95,266
96,257
97,233
98,226
99,217
100,223
101,203
102,190
103,175
104,163
105,171
106,128
107,119
108,112
109,130
110,124
111,94
112,80
113,74
114,80
115,73
116,57
117,75
118,69
119,51
120,53
121,44
122,53
123,48
124,55
125,55
126,63
127,56
128,60
129,61
130,56
131,45
132,52
133,61
134,79
135,72
136,76
137,70
138,82
139,86
140,91
141,102
142,119
143,111
144,125
145,96
146,138
147,126
148,135
149,137
150,115
