date,deaths
2023-01-01,1
2023-01-02,0
2023-01-03,1
2023-01-04,1
2023-01-05,2
2023-01-06,2
2023-01-07,1
2023-01-08,1
2023-01-09,1
2023-01-10,1
2023-01-11,3
2023-01-12,5
2023-01-13,5
2023-01-14,2
2023-01-15,1
2023-01-16,3
2023-01-17,2
2023-01-18,3
2023-01-19,3
2023-01-20,3
2023-01-21,0
2023-01-22,3
2023-01-23,4
2023-01-24,2
2023-01-25,3
2023-01-26,1
2023-01-27,2
2023-01-28,1
2023-01-29,2
2023-01-30,4
2023-01-31,0
2023-02-01,1
2023-02-02,0
2023-02-03,1
2023-02-04,2
2023-02-05,0
2023-02-06,2
2023-02-07,1
2023-02-08,2
2023-02-09,0
2023-02-10,2
2023-02-11,2
2023-02-12,1
2023-02-13,3
2023-02-14,2
2023-02-15,4
2023-02-16,1
2023-02-17,5
2023-02-18,1
2023-02-19,1
2023-02-20,3
2023-02-21,7
2023-02-22,3
2023-02-23,6
2023-02-24,8
2023-02-25,3
2023-02-26,5
2023-02-27,4
2023-02-28,3
2023-03-01,9
2023-03-02,6
2023-03-03,9
2023-03-04,6
2023-03-05,7
2023-03-06,14
2023-03-07,13
2023-03-08,17
2023-03-09,20
2023-03-10,19
2023-03-11,15
2023-03-12,19
2023-03-13,30
2023-03-14,35
2023-03-15,39
2023-03-16,43
2023-03-17,42
2023-03-18,39
2023-03-19,39
2023-03-20,87
2023-03-21,75
2023-03-22,100
2023-03-23,97
2023-03-24,122
2023-03-25,59
2023-03-26,69
2023-03-27,145
2023-03-28,155
2023-03-29,154
2023-03-30,172
2023-03-31,178
2023-04-01,95
2023-04-02,91
2023-04-03,231
2023-04-04,230
2023-04-05,261
2023-04-06,281
2023-04-07,273
2023-04-08,143
2023-04-09,156
2023-04-10,288
2023-04-11,299
2023-04-12,307
2023-04-13,320
2023-04-14,306
2023-04-15,158
2023-04-16,173
2023-04-17,326
2023-04-18,290
2023-04-19,334
2023-04-20,280
2023-04-21,288
2023-04-22,135
2023-04-23,146
2023-04-24,314
2023-04-25,258
2023-04-26,240
2023-04-27,228
2023-04-28,219
2023-04-29,127
2023-04-30,92
2023-05-01,178
2023-05-02,170
2023-05-03,161
2023-05-04,152
2023-05-05,148
2023-05-06,68
2023-05-07,64
2023-05-08,116
2023-05-09,115
2023-05-10,104
2023-05-11,111
2023-05-12,80
2023-05-13,33
2023-05-14,34
2023-05-15,63
2023-05-16,86
2023-05-17,71
2023-05-18,56
2023-05-19,55
2023-05-20,27
2023-05-21,18
2023-05-22,32
2023-05-23,34
2023-05-24,33
2023-05-25,32
2023-05-26,32
2023-05-27,9
2023-05-28,9
2023-05-29,21
2023-05-30,21
