day,I
1,94
2,106
3,92
4,90
5,67
6,79
7,68
8,82
9,71
10,60
11,62
12,68
13,62
14,54
15,62
16,50
17,73
18,61
19,40
20,52
21,53
22,51
23,55
24,59
25,42
26,50
27,50
28,61
29,47
30,58
31,67
32,55
33,65
34,80
35,66
36,74
37,88
38,81
39,79
40,100
41,102
42,103
43,129
44,106
45,131
46,135
47,142
48,178
49,183
50,156
51,211
52,199
53,227
54,251
55,254
56,293
57,319
58,350
59,378
60,409
61,449
62,442
63,538
64,586
65,567
66,671
67,695
68,727
69,758
70,873
71,933
72,967
73,1072
74,1185
75,1279
76,1348
77,1446
78,1520
79,1549
80,1450
81,1311
82,1162
83,956
84,885
85,766
86,726
87,649
88,527
89,499
90,413
91,412
92,353
93,279
94,297
95,250
96,204
97,202
98,185
99,148
100,143
101,127
102,101
103,82
104,75
105,64
106,73
107,41
108,54
109,36
110,39
111,27
112,27
113,28
114,29
115,18
116,17
117,16
118,12
119,11
120,9
121,11
122,7
123,6
124,5
125,3
126,2
127,3
128,4
129,3
130,4
131,2
132,1
133,4
134,2
135,2
136,1
137,1
138,1
139,0
140,0
141,1
142,2
143,1
144,1
145,0
146,0
147,2
148,1
149,0
150,0
