day,I
1,114
2,83
3,110
4,97
5,84
6,76
7,98
8,77
9,84
10,67
11,93
12,70
13,97
14,69
15,92
16,104
17,107
18,80
19,101
20,95
21,110
22,85
23,98
24,112
25,89
26,80
27,96
28,123
29,125
30,141
31,136
32,98
33,140
34,165
35,141
36,164
37,174
38,208
39,178
40,168
41,180
42,252
43,220
44,244
45,234
46,290
47,296
48,361
49,346
50,361
51,365
52,345
53,435
54,424
55,502
56,460
57,507
58,569
59,509
60,560
61,653
62,624
63,728
64,681
65,655
66,767
67,780
68,795
69,819
70,824
71,762
72,887
73,914
74,916
75,843
76,963
77,884
78,965
79,905
80,960
81,1024
82,949
83,1006
84,991
85,1019
86,986
87,917
88,877
89,922
90,931
91,955
92,830
93,789
94,865
95,815
96,798
97,787
98,685
99,783
100,652
101,610
102,647
103,620
104,630
105,661
106,601
107,498
108,484
109,491
110,530
111,465
112,408
113,432
114,459
115,443
116,413
117,401
118,328
119,341
120,392
121,367
122,307
123,313
124,296
125,315
126,279
127,263
128,233
129,251
130,263
131,246
132,217
133,208
134,223
135,206
136,240
137,205
138,213
139,158
140,177
141,164
142,140
143,143
144,148
145,159
146,134
147,117
148,114
149,119
150,150
