date,deaths
2023-01-01,0
2023-01-02,1
2023-01-03,1
2023-01-04,1
2023-01-05,1
2023-01-06,2
2023-01-07,1
2023-01-08,0
2023-01-09,1
2023-01-10,1
2023-01-11,0
2023-01-12,0
2023-01-13,3
2023-01-14,0
2023-01-15,3
2023-01-16,1
2023-01-17,1
2023-01-18,0
2023-01-19,0
2023-01-20,1
2023-01-21,0
2023-01-22,0
2023-01-23,1
2023-01-24,1
2023-01-25,1
2023-01-26,1
2023-01-27,2
2023-01-28,1
2023-01-29,0
2023-01-30,0
2023-01-31,1
2023-02-01,0
2023-02-02,1
2023-02-03,0
2023-02-04,2
2023-02-05,0
2023-02-06,0
2023-02-07,0
2023-02-08,0
2023-02-09,0
2023-02-10,1
2023-02-11,0
2023-02-12,0
2023-02-13,0
2023-02-14,0
2023-02-15,0
2023-02-16,0
2023-02-17,0
2023-02-18,0
2023-02-19,0
2023-02-20,3
2023-02-21,1
2023-02-22,3
2023-02-23,1
2023-02-24,0
2023-02-25,0
2023-02-26,0
2023-02-27,2
2023-02-28,2
2023-03-01,3
2023-03-02,2
2023-03-03,3
2023-03-04,3
2023-03-05,0
2023-03-06,5
2023-03-07,5
2023-03-08,4
2023-03-09,5
2023-03-10,4
2023-03-11,7
2023-03-12,3
2023-03-13,9
2023-03-14,21
2023-03-15,21
2023-03-16,20
2023-03-17,19
2023-03-18,11
2023-03-19,14
2023-03-20,28
2023-03-21,28
2023-03-22,46
2023-03-23,50
2023-03-24,51
2023-03-25,27
2023-03-26,29
2023-03-27,66
2023-03-28,71
2023-03-29,72
2023-03-30,87
2023-03-31,82
2023-04-01,34
2023-04-02,40
2023-04-03,111
2023-04-04,84
2023-04-05,132
2023-04-06,106
2023-04-07,128
2023-04-08,57
2023-04-09,56
2023-04-10,111
2023-04-11,116
2023-04-12,117
2023-04-13,145
2023-04-14,125
2023-04-15,74
2023-04-16,52
2023-04-17,115
2023-04-18,130
2023-04-19,127
2023-04-20,161
2023-04-21,117
2023-04-22,57
2023-04-23,62
2023-04-24,103
2023-04-25,106
2023-04-26,108
2023-04-27,92
2023-04-28,88
2023-04-29,59
2023-04-30,42
2023-05-01,78
2023-05-02,80
2023-05-03,74
2023-05-04,64
2023-05-05,75
2023-05-06,26
2023-05-07,27
2023-05-08,60
2023-05-09,50
2023-05-10,43
2023-05-11,46
2023-05-12,29
2023-05-13,11
2023-05-14,7
2023-05-15,26
2023-05-16,28
2023-05-17,26
2023-05-18,18
2023-05-19,23
2023-05-20,14
2023-05-21,4
2023-05-22,18
2023-05-23,11
2023-05-24,19
2023-05-25,17
2023-05-26,13
2023-05-27,5
2023-05-28,8
2023-05-29,10
2023-05-30,11
