day,I
1,90
2,107
3,86
4,97
5,79
6,87
7,91
8,68
9,83
10,82
11,58
12,81
13,90
14,69
15,75
16,66
17,67
18,74
19,69
20,75
21,62
22,71
23,87
24,77
25,75
26,83
27,99
28,92
29,109
30,112
31,122
32,128
33,132
34,160
35,155
36,182
37,186
38,217
39,233
40,248
41,285
42,320
43,329
44,393
45,421
46,519
47,558
48,613
49,740
50,822
51,890
52,966
53,1152
54,1271
55,1367
56,1558
57,1679
58,1827
59,2027
60,2148
61,2381
62,2576
63,2739
64,3017
65,3184
66,3400
67,3645
68,3904
69,4018
70,4310
71,4507
72,4534
73,4821
74,5016
75,5153
76,5462
77,5496
78,5783
79,5913
80,5731
81,5949
82,6090
83,6063
84,6003
85,6076
86,6085
87,5861
88,5862
89,5740
90,5678
91,5483
92,5304
93,5129
94,4945
95,4698
96,4353
97,4265
98,3970
99,3641
100,3459
101,3203
102,3075
103,2897
104,2782
105,2495
106,2354
107,2265
108,2189
109,1990
110,1853
111,1677
112,1671
113,1582
114,1415
115,1369
116,1301
117,1171
118,1135
119,997
120,1017
121,886
122,866
123,785
124,745
125,725
126,682
127,619
128,600
129,549
130,525
131,467
132,459
133,430
134,396
135,364
136,335
137,313
138,309
139,275
140,239
141,255
142,228
143,237
144,193
145,187
146,162
147,165
148,155
149,117
150,135
