date,cases
2023-01-01,37
2023-01-02,46
2023-01-03,47
2023-01-04,47
2023-01-05,53
2023-01-06,53
2023-01-07,27
2023-01-08,26
2023-01-09,25
2023-01-10,45
2023-01-11,58
2023-01-12,52
2023-01-13,23
2023-01-14,20
2023-01-15,13
2023-01-16,52
2023-01-17,24
2023-01-18,48
2023-01-19,64
2023-01-20,40
2023-01-21,34
2023-01-22,35
2023-01-23,80
2023-01-24,52
2023-01-25,45
2023-01-26,30
2023-01-27,49
2023-01-28,26
2023-01-29,40
2023-01-30,25
2023-01-31,34
2023-02-01,66
2023-02-02,59
2023-02-03,81
2023-02-04,42
2023-02-05,19
2023-02-06,114
2023-02-07,63
2023-02-08,48
2023-02-09,75
2023-02-10,56
2023-02-11,44
2023-02-12,76
2023-02-13,123
2023-02-14,57
2023-02-15,58
2023-02-16,91
2023-02-17,122
2023-02-18,47
2023-02-19,18
2023-02-20,86
2023-02-21,163
2023-02-22,199
2023-02-23,157
2023-02-24,141
2023-02-25,41
2023-02-26,55
2023-02-27,210
2023-02-28,102
2023-03-01,241
2023-03-02,129
2023-03-03,148
2023-03-04,95
2023-03-05,107
2023-03-06,146
2023-03-07,188
2023-03-08,116
2023-03-09,227
2023-03-10,226
2023-03-11,108
2023-03-12,79
2023-03-13,261
2023-03-14,283
2023-03-15,241
2023-03-16,434
2023-03-17,229
2023-03-18,177
2023-03-19,81
2023-03-20,244
2023-03-21,185
2023-03-22,128
2023-03-23,277
2023-03-24,212
2023-03-25,188
2023-03-26,130
2023-03-27,220
2023-03-28,264
2023-03-29,215
2023-03-30,500
2023-03-31,200
2023-04-01,54
2023-04-02,120
2023-04-03,511
2023-04-04,275
2023-04-05,99
2023-04-06,226
2023-04-07,226
2023-04-08,97
2023-04-09,42
2023-04-10,350
2023-04-11,240
2023-04-12,195
2023-04-13,302
2023-04-14,269
2023-04-15,66
2023-04-16,43
2023-04-17,180
2023-04-18,187
2023-04-19,173
2023-04-20,165
2023-04-21,55
2023-04-22,73
2023-04-23,46
2023-04-24,142
2023-04-25,128
2023-04-26,96
2023-04-27,114
2023-04-28,166
2023-04-29,63
2023-04-30,68
2023-05-01,95
2023-05-02,97
2023-05-03,153
2023-05-04,119
2023-05-05,92
2023-05-06,67
2023-05-07,26
2023-05-08,103
2023-05-09,39
2023-05-10,40
2023-05-11,120
2023-05-12,108
2023-05-13,58
2023-05-14,41
2023-05-15,107
2023-05-16,106
2023-05-17,113
2023-05-18,64
2023-05-19,75
2023-05-20,84
2023-05-21,39
2023-05-22,112
2023-05-23,50
2023-05-24,80
2023-05-25,78
2023-05-26,77
2023-05-27,26
2023-05-28,89
2023-05-29,62
2023-05-30,107
