day,I
1,106
2,73
3,88
4,98
5,93
6,97
7,84
8,93
9,92
10,86
11,96
12,101
13,95
14,75
15,100
16,98
17,96
18,103
19,81
20,93
21,97
22,96
23,85
24,102
25,96
26,104
27,115
28,123
29,108
30,108
31,98
32,125
33,125
34,127
35,141
36,148
37,143
38,174
39,148
40,193
41,178
42,190
43,198
44,204
45,232
46,248
47,248
48,256
49,257
50,315
51,352
52,377
53,372
54,396
55,428
56,438
57,461
58,557
59,541
60,579
61,587
62,641
63,717
64,819
65,751
66,861
67,837
68,951
69,1024
70,1098
71,1197
72,1197
73,1274
74,1366
75,1145
76,962
77,564
78,580
79,581
80,548
81,493
82,476
83,428
84,365
85,344
86,285
87,248
88,249
89,231
90,197
91,192
92,149
93,140
94,128
95,133
96,102
97,96
98,96
99,78
100,66
101,71
102,65
103,48
104,50
105,47
106,33
107,31
108,28
109,42
110,28
111,16
112,29
113,13
114,16
115,10
116,14
117,7
118,8
119,12
120,7
121,5
122,7
123,2
124,7
125,3
126,4
127,3
128,1
129,5
130,2
131,3
132,1
133,1
134,2
135,2
136,1
137,0
138,1
139,0
140,1
141,1
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
