date,deaths
2023-01-01,0
2023-01-02,0
2023-01-03,0
2023-01-04,2
2023-01-05,0
2023-01-06,3
2023-01-07,2
2023-01-08,0
2023-01-09,2
2023-01-10,4
2023-01-11,3
2023-01-12,5
2023-01-13,3
2023-01-14,1
2023-01-15,0
2023-01-16,5
2023-01-17,3
2023-01-18,2
2023-01-19,4
2023-01-20,2
2023-01-21,0
2023-01-22,2
2023-01-23,2
2023-01-24,1
2023-01-25,2
2023-01-26,4
2023-01-27,2
2023-01-28,0
2023-01-29,1
2023-01-30,0
2023-01-31,2
2023-02-01,2
2023-02-02,2
2023-02-03,3
2023-02-04,0
2023-02-05,0
2023-02-06,5
2023-02-07,0
2023-02-08,1
2023-02-09,3
2023-02-10,4
2023-02-11,1
2023-02-12,1
2023-02-13,1
2023-02-14,5
2023-02-15,2
2023-02-16,4
2023-02-17,1
2023-02-18,2
2023-02-19,3
2023-02-20,5
2023-02-21,4
2023-02-22,2
2023-02-23,3
2023-02-24,3
2023-02-25,1
2023-02-26,1
2023-02-27,10
2023-02-28,8
2023-03-01,6
2023-03-02,6
2023-03-03,7
2023-03-04,11
2023-03-05,3
2023-03-06,14
2023-03-07,19
2023-03-08,23
2023-03-09,14
2023-03-10,30
2023-03-11,13
2023-03-12,16
2023-03-13,34
2023-03-14,42
2023-03-15,42
2023-03-16,56
2023-03-17,56
2023-03-18,24
2023-03-19,40
2023-03-20,90
2023-03-21,95
2023-03-22,111
2023-03-23,126
2023-03-24,109
2023-03-25,67
2023-03-26,76
2023-03-27,166
2023-03-28,201
2023-03-29,185
2023-03-30,192
2023-03-31,239
2023-04-01,122
2023-04-02,110
2023-04-03,279
2023-04-04,298
2023-04-05,291
2023-04-06,322
2023-04-07,348
2023-04-08,160
2023-04-09,175
2023-04-10,348
2023-04-11,364
2023-04-12,340
2023-04-13,333
2023-04-14,355
2023-04-15,175
2023-04-16,200
2023-04-17,412
2023-04-18,384
2023-04-19,358
2023-04-20,406
2023-04-21,355
2023-04-22,170
2023-04-23,201
2023-04-24,346
2023-04-25,342
2023-04-26,284
2023-04-27,296
2023-04-28,248
2023-04-29,137
2023-04-30,122
2023-05-01,204
2023-05-02,227
2023-05-03,202
2023-05-04,191
2023-05-05,174
2023-05-06,85
2023-05-07,79
2023-05-08,136
2023-05-09,118
2023-05-10,105
2023-05-11,129
2023-05-12,100
2023-05-13,50
2023-05-14,44
2023-05-15,82
2023-05-16,86
2023-05-17,69
2023-05-18,65
2023-05-19,61
2023-05-20,26
2023-05-21,21
2023-05-22,46
2023-05-23,49
2023-05-24,33
2023-05-25,28
2023-05-26,32
2023-05-27,17
2023-05-28,16
2023-05-29,26
2023-05-30,28
