day,I
1,87
2,103
3,108
4,91
5,106
6,77
7,75
8,61
9,84
10,60
11,72
12,76
13,89
14,50
15,58
16,67
17,71
18,73
19,63
20,88
21,62
22,87
23,87
24,87
25,111
26,82
27,82
28,116
29,129
30,96
31,106
32,150
33,147
34,195
35,176
36,171
37,196
38,211
39,256
40,272
41,283
42,340
43,375
44,343
45,480
46,520
47,507
48,580
49,717
50,789
51,846
52,1038
53,1029
54,1259
55,1327
56,1507
57,1671
58,1744
59,1963
60,2062
61,2306
62,2497
63,2593
64,2722
65,3071
66,3239
67,3510
68,3636
69,3921
70,4137
71,4380
72,4525
73,4670
74,5002
75,5135
76,5333
77,5532
78,5661
79,5665
80,5835
81,5841
82,6008
83,6021
84,5817
85,6166
86,5693
87,5870
88,5757
89,5671
90,5590
91,5381
92,5200
93,5054
94,4686
95,4815
96,4380
97,4188
98,4081
99,3569
100,3408
101,3175
102,2996
103,2861
104,2738
105,2543
106,2299
107,2365
108,2107
109,1971
110,1792
111,1760
112,1647
113,1529
114,1485
115,1376
116,1243
117,1180
118,1169
119,1051
120,912
121,855
122,861
123,803
124,711
125,734
126,660
127,616
128,568
129,586
130,540
131,494
132,470
133,421
134,408
135,413
136,327
137,357
138,330
139,312
140,294
141,209
142,265
143,240
144,208
145,189
146,164
147,178
148,166
149,127
150,137
