day,I
1,82
2,103
3,90
4,62
5,77
6,65
7,52
8,70
9,63
10,61
11,69
12,62
13,64
14,49
15,67
16,42
17,55
18,49
19,56
20,47
21,67
22,40
23,59
24,59
25,46
26,67
27,67
28,59
29,61
30,80
31,92
32,73
33,93
34,105
35,107
36,145
37,160
38,133
39,184
40,179
41,162
42,264
43,284
44,248
45,307
46,393
47,375
48,496
49,495
50,554
51,637
52,728
53,753
54,873
55,1015
56,1040
57,1206
58,1322
59,1308
60,1384
61,1696
62,1662
63,1862
64,2074
65,2170
66,2302
67,2403
68,2613
69,2711
70,2955
71,3008
72,3142
73,3255
74,3476
75,3443
76,3743
77,3579
78,3758
79,3865
80,3676
81,3857
82,3933
83,3801
84,3957
85,4012
86,3768
87,3784
88,3662
89,3605
90,3515
91,3548
92,3257
93,3222
94,3085
95,2745
96,2893
97,2594
98,2369
99,2351
100,2101
101,2082
102,1952
103,1843
104,1722
105,1574
106,1539
107,1550
108,1309
109,1371
110,1208
111,1190
112,1070
113,992
114,1024
115,890
116,790
117,781
118,735
119,661
120,538
121,578
122,531
123,470
124,458
125,447
126,433
127,359
128,394
129,337
130,343
131,266
132,291
133,248
134,241
135,243
136,198
137,188
138,206
139,172
140,171
141,154
142,136
143,119
144,106
145,121
146,97
147,79
148,72
149,60
150,94
