date,hospitalisations
2023-01-01,1
2023-01-02,5
2023-01-03,1
2023-01-04,4
2023-01-05,1
2023-01-06,2
2023-01-07,1
2023-01-08,0
2023-01-09,5
2023-01-10,4
2023-01-11,0
2023-01-12,2
2023-01-13,1
2023-01-14,3
2023-01-15,0
2023-01-16,4
2023-01-17,2
2023-01-18,0
2023-01-19,1
2023-01-20,2
2023-01-21,1
2023-01-22,1
2023-01-23,4
2023-01-24,0
2023-01-25,4
2023-01-26,6
2023-01-27,3
2023-01-28,0
2023-01-29,0
2023-01-30,4
2023-01-31,2
2023-02-01,1
2023-02-02,0
2023-02-03,1
2023-02-04,0
2023-02-05,0
2023-02-06,2
2023-02-07,2
2023-02-08,2
2023-02-09,3
2023-02-10,3
2023-02-11,2
2023-02-12,0
2023-02-13,0
2023-02-14,1
2023-02-15,4
2023-02-16,2
2023-02-17,6
2023-02-18,0
2023-02-19,2
2023-02-20,4
2023-02-21,6
2023-02-22,3
2023-02-23,5
2023-02-24,5
2023-02-25,0
2023-02-26,1
2023-02-27,5
2023-02-28,2
2023-03-01,5
2023-03-02,3
2023-03-03,5
2023-03-04,0
2023-03-05,6
2023-03-06,6
2023-03-07,5
2023-03-08,5
2023-03-09,5
2023-03-10,7
2023-03-11,1
2023-03-12,1
2023-03-13,7
2023-03-14,5
2023-03-15,8
2023-03-16,6
2023-03-17,7
2023-03-18,0
2023-03-19,1
2023-03-20,5
2023-03-21,14
2023-03-22,13
2023-03-23,13
2023-03-24,18
2023-03-25,4
2023-03-26,4
2023-03-27,7
2023-03-28,13
2023-03-29,11
2023-03-30,17
2023-03-31,9
2023-04-01,2
2023-04-02,3
2023-04-03,10
2023-04-04,14
2023-04-05,29
2023-04-06,12
2023-04-07,18
2023-04-08,3
2023-04-09,2
2023-04-10,15
2023-04-11,20
2023-04-12,20
2023-04-13,19
2023-04-14,22
2023-04-15,4
2023-04-16,5
2023-04-17,14
2023-04-18,20
2023-04-19,17
2023-04-20,22
2023-04-21,14
2023-04-22,3
2023-04-23,2
2023-04-24,18
2023-04-25,9
2023-04-26,17
2023-04-27,12
2023-04-28,10
2023-04-29,2
2023-04-30,5
2023-05-01,10
2023-05-02,9
2023-05-03,3
2023-05-04,10
2023-05-05,16
2023-05-06,5
2023-05-07,2
2023-05-08,15
2023-05-09,15
2023-05-10,11
2023-05-11,11
2023-05-12,6
2023-05-13,1
2023-05-14,1
2023-05-15,11
2023-05-16,6
2023-05-17,9
2023-05-18,7
2023-05-19,7
2023-05-20,3
2023-05-21,2
2023-05-22,6
2023-05-23,9
2023-05-24,5
2023-05-25,6
2023-05-26,6
2023-05-27,0
2023-05-28,3
2023-05-29,4
2023-05-30,4
