date,hospitalisations
2023-01-01,2
2023-01-02,13
2023-01-03,9
2023-01-04,10
2023-01-05,2
2023-01-06,2
2023-01-07,5
2023-01-08,2
2023-01-09,5
2023-01-10,7
2023-01-11,5
2023-01-12,2
2023-01-13,4
2023-01-14,1
2023-01-15,0
2023-01-16,4
2023-01-17,5
2023-01-18,4
2023-01-19,8
2023-01-20,4
2023-01-21,2
2023-01-22,4
2023-01-23,4
2023-01-24,5
2023-01-25,4
2023-01-26,7
2023-01-27,4
2023-01-28,1
2023-01-29,8
2023-01-30,6
2023-01-31,3
2023-02-01,2
2023-02-02,4
2023-02-03,6
2023-02-04,1
2023-02-05,2
2023-02-06,4
2023-02-07,10
2023-02-08,4
2023-02-09,6
2023-02-10,3
2023-02-11,1
2023-02-12,4
2023-02-13,10
2023-02-14,7
2023-02-15,10
2023-02-16,8
2023-02-17,5
2023-02-18,2
2023-02-19,6
2023-02-20,6
2023-02-21,11
2023-02-22,9
2023-02-23,12
2023-02-24,8
2023-02-25,6
2023-02-26,3
2023-02-27,8
2023-02-28,10
2023-03-01,11
2023-03-02,11
2023-03-03,7
2023-03-04,2
2023-03-05,6
2023-03-06,16
2023-03-07,16
2023-03-08,22
2023-03-09,18
2023-03-10,21
2023-03-11,6
2023-03-12,6
2023-03-13,12
2023-03-14,10
2023-03-15,20
2023-03-16,15
2023-03-17,15
2023-03-18,8
2023-03-19,10
2023-03-20,14
2023-03-21,23
2023-03-22,17
2023-03-23,9
2023-03-24,14
2023-03-25,8
2023-03-26,10
2023-03-27,9
2023-03-28,21
2023-03-29,19
2023-03-30,8
2023-03-31,18
2023-04-01,11
2023-04-02,10
2023-04-03,20
2023-04-04,10
2023-04-05,20
2023-04-06,17
2023-04-07,21
2023-04-08,4
2023-04-09,10
2023-04-10,24
2023-04-11,24
2023-04-12,28
2023-04-13,22
2023-04-14,26
2023-04-15,13
2023-04-16,11
2023-04-17,23
2023-04-18,20
2023-04-19,15
2023-04-20,12
2023-04-21,22
2023-04-22,6
2023-04-23,10
2023-04-24,22
2023-04-25,19
2023-04-26,12
2023-04-27,15
2023-04-28,16
2023-04-29,8
2023-04-30,6
2023-05-01,18
2023-05-02,13
2023-05-03,29
2023-05-04,17
2023-05-05,15
2023-05-06,6
2023-05-07,6
2023-05-08,19
2023-05-09,14
2023-05-10,14
2023-05-11,16
2023-05-12,23
2023-05-13,7
2023-05-14,6
2023-05-15,14
2023-05-16,12
2023-05-17,21
2023-05-18,13
2023-05-19,15
2023-05-20,10
2023-05-21,5
2023-05-22,10
2023-05-23,8
2023-05-24,8
2023-05-25,13
2023-05-26,21
2023-05-27,8
2023-05-28,7
2023-05-29,11
2023-05-30,17
