day,I
1,188
2,164
3,180
4,175
5,145
6,120
7,121
8,143
9,126
10,128
11,129
12,112
13,106
14,111
15,108
16,103
17,103
18,104
19,115
20,107
21,109
22,102
23,101
24,110
25,120
26,128
27,147
28,142
29,180
30,165
31,201
32,210
33,223
34,228
35,269
36,267
37,324
38,344
39,437
40,502
41,552
42,606
43,703
44,792
45,917
46,1084
47,1191
48,1456
49,1634
50,1941
51,2201
52,2596
53,3002
54,3586
55,4109
56,4827
57,5550
58,6531
59,7428
60,8341
61,9532
62,10982
63,12291
64,13705
65,15450
66,17002
67,18869
68,21024
69,22914
70,25451
71,27253
72,29825
73,32082
74,34500
75,36992
76,39337
77,41456
78,43532
79,46056
80,47579
81,49386
82,51350
83,52253
84,53614
85,54486
86,54827
87,55041
88,55372
89,54690
90,53660
91,52988
92,51566
93,49871
94,48138
95,46309
96,44188
97,41826
98,39308
99,36447
100,33948
101,31257
102,29115
103,26323
104,24193
105,22113
106,20452
107,18742
108,17251
109,15579
110,14601
111,13096
112,12017
113,11083
114,10084
115,9120
116,8372
117,7937
118,7171
119,6627
120,6011
121,5661
122,5156
123,4752
124,4381
125,4062
126,3696
127,3387
128,3147
129,2927
130,2553
131,2506
132,2220
133,2033
134,1904
135,1659
136,1564
137,1433
138,1302
139,1170
140,1071
141,988
142,904
143,812
144,756
145,685
146,602
147,570
148,508
149,476
150,453
