day,I
1,91
2,88
3,77
4,91
5,104
6,94
7,77
8,110
9,123
10,101
11,102
12,110
13,144
14,123
15,122
16,140
17,156
18,181
19,161
20,198
21,192
22,217
23,236
24,251
25,250
26,240
27,286
28,281
29,294
30,282
31,308
32,325
33,314
34,306
35,295
36,328
37,312
38,334
39,273
40,237
41,250
42,233
43,212
44,199
45,197
46,172
47,148
48,135
49,121
50,113
51,107
52,99
53,99
54,95
55,94
56,73
57,85
58,87
59,73
60,87
61,52
62,84
63,72
64,66
65,82
66,65
67,62
68,61
69,69
70,86
71,80
72,80
73,87
74,97
75,107
76,125
77,112
78,128
79,131
80,134
81,161
82,162
83,181
84,186
85,190
86,202
87,216
88,219
89,222
90,240
91,263
92,243
93,228
94,256
95,228
96,226
97,238
98,242
99,202
100,170
101,174
102,159
103,188
104,147
105,136
106,138
107,125
108,108
109,102
110,110
111,82
112,71
113,74
114,83
115,59
116,75
117,61
118,62
119,69
120,58
121,73
122,61
123,52
124,75
125,63
126,59
127,69
128,53
129,67
130,63
131,58
132,62
133,93
134,72
135,94
136,78
137,102
138,96
139,120
140,140
141,133
142,139
143,162
144,176
145,205
146,199
147,210
148,216
149,206
150,231
