day,I
1,104
2,84
3,67
4,80
5,74
6,75
7,66
8,70
9,57
10,57
11,53
12,58
13,59
14,52
15,63
16,62
17,63
18,53
19,52
20,48
21,63
22,57
23,56
24,47
25,55
26,55
27,49
28,64
29,51
30,48
31,72
32,57
33,42
34,71
35,61
36,57
37,63
38,73
39,72
40,89
41,84
42,87
43,76
44,96
45,92
46,109
47,129
48,120
49,129
50,127
51,153
52,145
53,187
54,194
55,215
56,234
57,208
58,237
59,272
60,266
61,302
62,310
63,307
64,351
65,373
66,436
67,424
68,423
69,458
70,480
71,533
72,556
73,537
74,614
75,653
76,666
77,691
78,711
79,748
80,722
81,748
82,793
83,779
84,817
85,801
86,836
87,829
88,847
89,788
90,793
91,801
92,785
93,802
94,756
95,753
96,735
97,747
98,703
99,707
100,665
101,646
102,611
103,550
104,591
105,571
106,519
107,496
108,429
109,418
110,452
111,437
112,391
113,390
114,379
115,366
116,350
117,337
118,334
119,301
120,326
121,278
122,277
123,283
124,262
125,246
126,217
127,214
128,212
129,203
130,204
131,208
132,174
133,166
134,175
135,158
136,168
137,147
138,142
139,136
140,133
141,132
142,118
143,116
144,98
145,105
146,97
147,93
148,99
149,86
150,72
