date,hospitalisations
2023-01-01,0
2023-01-02,2
2023-01-03,3
2023-01-04,5
2023-01-05,5
2023-01-06,2
2023-01-07,2
2023-01-08,3
2023-01-09,9
2023-01-10,8
2023-01-11,5
2023-01-12,6
2023-01-13,5
2023-01-14,2
2023-01-15,5
2023-01-16,7
2023-01-17,11
2023-01-18,4
2023-01-19,6
2023-01-20,7
2023-01-21,4
2023-01-22,5
2023-01-23,9
2023-01-24,10
2023-01-25,11
2023-01-26,9
2023-01-27,9
2023-01-28,7
2023-01-29,9
2023-01-30,7
2023-01-31,11
2023-02-01,13
2023-02-02,17
2023-02-03,17
2023-02-04,7
2023-02-05,9
2023-02-06,14
2023-02-07,16
2023-02-08,20
2023-02-09,18
2023-02-10,13
2023-02-11,12
2023-02-12,5
2023-02-13,13
2023-02-14,17
2023-02-15,14
2023-02-16,11
2023-02-17,13
2023-02-18,8
2023-02-19,5
2023-02-20,6
2023-02-21,12
2023-02-22,8
2023-02-23,13
2023-02-24,9
2023-02-25,2
2023-02-26,2
2023-02-27,6
2023-02-28,7
2023-03-01,3
2023-03-02,2
2023-03-03,5
2023-03-04,1
2023-03-05,1
2023-03-06,2
2023-03-07,2
2023-03-08,0
2023-03-09,1
2023-03-10,1
2023-03-11,1
2023-03-12,2
2023-03-13,1
2023-03-14,4
2023-03-15,0
2023-03-16,1
2023-03-17,4
2023-03-18,0
2023-03-19,1
2023-03-20,3
2023-03-21,4
2023-03-22,1
2023-03-23,4
2023-03-24,2
2023-03-25,0
2023-03-26,1
2023-03-27,1
2023-03-28,2
2023-03-29,6
2023-03-30,1
2023-03-31,6
2023-04-01,5
2023-04-02,4
2023-04-03,1
2023-04-04,3
2023-04-05,3
2023-04-06,7
2023-04-07,3
2023-04-08,2
2023-04-09,5
2023-04-10,3
2023-04-11,2
2023-04-12,5
2023-04-13,2
2023-04-14,5
2023-04-15,3
2023-04-16,2
2023-04-17,4
2023-04-18,6
2023-04-19,8
2023-04-20,7
2023-04-21,6
2023-04-22,3
2023-04-23,2
2023-04-24,3
2023-04-25,4
2023-04-26,4
2023-04-27,1
2023-04-28,2
2023-04-29,5
2023-04-30,4
2023-05-01,4
2023-05-02,2
2023-05-03,3
2023-05-04,4
2023-05-05,2
2023-05-06,1
2023-05-07,1
2023-05-08,1
2023-05-09,3
2023-05-10,1
2023-05-11,0
2023-05-12,2
2023-05-13,1
2023-05-14,0
2023-05-15,2
2023-05-16,0
2023-05-17,1
2023-05-18,0
2023-05-19,1
2023-05-20,3
2023-05-21,0
2023-05-22,1
2023-05-23,2
2023-05-24,5
2023-05-25,6
2023-05-26,3
2023-05-27,0
2023-05-28,2
2023-05-29,7
2023-05-30,0
