day,I
1,127
2,138
3,119
4,102
5,108
6,84
7,110
8,101
9,91
10,93
11,90
12,86
13,85
14,63
15,66
16,77
17,74
18,70
19,81
20,82
21,88
22,79
23,79
24,111
25,76
26,102
27,93
28,97
29,108
30,117
31,120
32,126
33,149
34,149
35,163
36,195
37,208
38,231
39,263
40,305
41,364
42,398
43,459
44,536
45,563
46,740
47,757
48,949
49,1087
50,1294
51,1558
52,1786
53,2073
54,2476
55,2825
56,3239
57,3687
58,4302
59,4845
60,5737
61,6428
62,7271
63,8166
64,9152
65,10390
66,11499
67,12710
68,14077
69,15384
70,17104
71,18625
72,19671
73,21993
74,23053
75,25472
76,26335
77,27850
78,29566
79,30820
80,32242
81,33308
82,34379
83,35460
84,36115
85,36440
86,36745
87,37081
88,36888
89,36689
90,36390
91,35480
92,34814
93,33657
94,32555
95,31492
96,29878
97,28459
98,26250
99,24938
100,23197
101,21140
102,19516
103,17762
104,16355
105,14914
106,13832
107,12650
108,11588
109,10677
110,9716
111,8984
112,8044
113,7455
114,6937
115,6295
116,5799
117,5461
118,4895
119,4598
120,4183
121,3783
122,3563
123,3300
124,3042
125,2735
126,2454
127,2326
128,2133
129,1914
130,1717
131,1639
132,1517
133,1289
134,1237
135,1060
136,1046
137,956
138,868
139,783
140,723
141,697
142,665
143,565
144,488
145,490
146,393
147,411
148,350
149,327
150,305
