day,I
1,53
2,49
3,54
4,55
5,51
6,47
7,49
8,48
9,39
10,40
11,37
12,24
13,27
14,38
15,27
16,30
17,34
18,37
19,42
20,29
21,28
22,32
23,38
24,33
25,38
26,46
27,45
28,28
29,39
30,42
31,47
32,51
33,53
34,38
35,42
36,56
37,64
38,53
39,52
40,67
41,75
42,59
43,76
44,64
45,84
46,84
47,86
48,118
49,96
50,112
51,127
52,163
53,145
54,169
55,173
56,178
57,205
58,201
59,228
60,252
61,265
62,298
63,311
64,335
65,354
66,421
67,422
68,436
69,461
70,513
71,593
72,629
73,638
74,709
75,794
76,811
77,891
78,908
79,903
80,877
81,837
82,719
83,581
84,548
85,473
86,433
87,406
88,347
89,324
90,286
91,251
92,219
93,200
94,193
95,162
96,123
97,125
98,115
99,84
100,104
101,73
102,65
103,62
104,64
105,51
106,55
107,53
108,36
109,50
110,29
111,36
112,26
113,29
114,27
115,16
116,14
117,27
118,13
119,15
120,9
121,11
122,18
123,8
124,5
125,9
126,8
127,5
128,5
129,3
130,1
131,4
132,1
133,2
134,2
135,4
136,1
137,2
138,3
139,4
140,0
141,2
142,1
143,5
144,3
145,0
146,3
147,2
148,2
149,1
150,0
