date,deaths
2023-01-01,1
2023-01-02,1
2023-01-03,0
2023-01-04,3
2023-01-05,2
2023-01-06,3
2023-01-07,3
2023-01-08,0
2023-01-09,1
2023-01-10,0
2023-01-11,7
2023-01-12,3
2023-01-13,3
2023-01-14,0
2023-01-15,2
2023-01-16,1
2023-01-17,6
2023-01-18,4
2023-01-19,5
2023-01-20,3
2023-01-21,1
2023-01-22,2
2023-01-23,1
2023-01-24,1
2023-01-25,4
2023-01-26,3
2023-01-27,4
2023-01-28,1
2023-01-29,1
2023-01-30,3
2023-01-31,0
2023-02-01,1
2023-02-02,3
2023-02-03,0
2023-02-04,0
2023-02-05,1
2023-02-06,0
2023-02-07,2
2023-02-08,1
2023-02-09,2
2023-02-10,1
2023-02-11,1
2023-02-12,1
2023-02-13,1
2023-02-14,1
2023-02-15,1
2023-02-16,2
2023-02-17,0
2023-02-18,0
2023-02-19,1
2023-02-20,1
2023-02-21,3
2023-02-22,2
2023-02-23,2
2023-02-24,3
2023-02-25,1
2023-02-26,4
2023-02-27,3
2023-02-28,5
2023-03-01,8
2023-03-02,3
2023-03-03,3
2023-03-04,3
2023-03-05,5
2023-03-06,13
2023-03-07,9
2023-03-08,16
2023-03-09,12
2023-03-10,17
2023-03-11,10
2023-03-12,14
2023-03-13,30
2023-03-14,18
2023-03-15,28
2023-03-16,36
2023-03-17,54
2023-03-18,24
2023-03-19,27
2023-03-20,67
2023-03-21,69
2023-03-22,85
2023-03-23,84
2023-03-24,81
2023-03-25,64
2023-03-26,49
2023-03-27,118
2023-03-28,129
2023-03-29,142
2023-03-30,133
2023-03-31,151
2023-04-01,88
2023-04-02,90
2023-04-03,186
2023-04-04,211
2023-04-05,203
2023-04-06,234
2023-04-07,214
2023-04-08,116
2023-04-09,124
2023-04-10,254
2023-04-11,258
2023-04-12,261
2023-04-13,255
2023-04-14,249
2023-04-15,131
2023-04-16,131
2023-04-17,258
2023-04-18,293
2023-04-19,273
2023-04-20,237
2023-04-21,223
2023-04-22,115
2023-04-23,116
2023-04-24,234
2023-04-25,213
2023-04-26,200
2023-04-27,197
2023-04-28,196
2023-04-29,91
2023-04-30,83
2023-05-01,147
2023-05-02,150
2023-05-03,128
2023-05-04,121
2023-05-05,114
2023-05-06,61
2023-05-07,71
2023-05-08,87
2023-05-09,87
2023-05-10,88
2023-05-11,68
2023-05-12,64
2023-05-13,28
2023-05-14,21
2023-05-15,41
2023-05-16,57
2023-05-17,50
2023-05-18,50
2023-05-19,42
2023-05-20,21
2023-05-21,17
2023-05-22,32
2023-05-23,35
2023-05-24,39
2023-05-25,20
2023-05-26,24
2023-05-27,7
2023-05-28,16
2023-05-29,12
2023-05-30,19
