date,cases
2023-01-01,8
2023-01-02,18
2023-01-03,29
2023-01-04,32
2023-01-05,51
2023-01-06,50
2023-01-07,21
2023-01-08,32
2023-01-09,42
2023-01-10,52
2023-01-11,50
2023-01-12,54
2023-01-13,65
2023-01-14,37
2023-01-15,36
2023-01-16,91
2023-01-17,79
2023-01-18,69
2023-01-19,91
2023-01-20,104
2023-01-21,60
2023-01-22,58
2023-01-23,106
2023-01-24,128
2023-01-25,111
2023-01-26,120
2023-01-27,135
2023-01-28,78
2023-01-29,82
2023-01-30,162
2023-01-31,171
2023-02-01,180
2023-02-02,167
2023-02-03,187
2023-02-04,98
2023-02-05,92
2023-02-06,216
2023-02-07,220
2023-02-08,215
2023-02-09,214
2023-02-10,214
2023-02-11,92
2023-02-12,104
2023-02-13,155
2023-02-14,149
2023-02-15,152
2023-02-16,145
2023-02-17,130
2023-02-18,48
2023-02-19,53
2023-02-20,86
2023-02-21,87
2023-02-22,82
2023-02-23,76
2023-02-24,87
2023-02-25,32
2023-02-26,26
2023-02-27,35
2023-02-28,59
2023-03-01,48
2023-03-02,57
2023-03-03,30
2023-03-04,22
2023-03-05,19
2023-03-06,43
2023-03-07,37
2023-03-08,35
2023-03-09,30
2023-03-10,38
2023-03-11,23
2023-03-12,25
2023-03-13,36
2023-03-14,48
2023-03-15,40
2023-03-16,31
2023-03-17,34
2023-03-18,18
2023-03-19,21
2023-03-20,40
2023-03-21,27
2023-03-22,39
2023-03-23,35
2023-03-24,38
2023-03-25,18
2023-03-26,27
2023-03-27,48
2023-03-28,52
2023-03-29,60
2023-03-30,63
2023-03-31,48
2023-04-01,21
2023-04-02,20
2023-04-03,42
2023-04-04,49
2023-04-05,49
2023-04-06,55
2023-04-07,51
2023-04-08,17
2023-04-09,27
2023-04-10,45
2023-04-11,39
2023-04-12,46
2023-04-13,51
2023-04-14,36
2023-04-15,15
2023-04-16,18
2023-04-17,35
2023-04-18,32
2023-04-19,32
2023-04-20,26
2023-04-21,29
2023-04-22,15
2023-04-23,7
2023-04-24,16
2023-04-25,16
2023-04-26,13
2023-04-27,11
2023-04-28,13
2023-04-29,8
2023-04-30,6
2023-05-01,12
2023-05-02,11
2023-05-03,9
2023-05-04,10
2023-05-05,8
2023-05-06,6
2023-05-07,7
2023-05-08,4
2023-05-09,10
2023-05-10,10
2023-05-11,10
2023-05-12,14
2023-05-13,6
2023-05-14,5
2023-05-15,18
2023-05-16,10
2023-05-17,21
2023-05-18,15
2023-05-19,23
2023-05-20,12
2023-05-21,8
2023-05-22,27
2023-05-23,29
2023-05-24,24
2023-05-25,40
2023-05-26,34
2023-05-27,9
2023-05-28,23
2023-05-29,41
2023-05-30,39
