day,I
1,76
2,77
3,82
4,88
5,76
6,83
7,77
8,81
9,61
10,65
11,81
12,63
13,63
14,74
15,78
16,64
17,70
18,70
19,56
20,74
21,52
22,74
23,55
24,70
25,59
26,65
27,68
28,70
29,64
30,73
31,81
32,73
33,75
34,94
35,86
36,92
37,122
38,89
39,109
40,116
41,113
42,138
43,127
44,142
45,151
46,163
47,160
48,192
49,196
50,196
51,231
52,247
53,265
54,295
55,289
56,337
57,345
58,375
59,420
60,406
61,433
62,527
63,503
64,506
65,568
66,606
67,657
68,642
69,691
70,743
71,759
72,807
73,848
74,802
75,900
76,939
77,926
78,982
79,937
80,1021
81,1079
82,1046
83,1045
84,1132
85,1043
86,1134
87,1100
88,1091
89,1090
90,1149
91,1070
92,1073
93,1097
94,1111
95,1066
96,1026
97,1014
98,989
99,1011
100,977
101,965
102,921
103,854
104,839
105,802
106,822
107,730
108,725
109,713
110,667
111,670
112,613
113,630
114,580
115,571
116,560
117,475
118,471
119,479
120,437
121,407
122,414
123,425
124,363
125,386
126,362
127,341
128,347
129,298
130,317
131,310
132,284
133,289
134,232
135,242
136,251
137,247
138,243
139,201
140,221
141,188
142,169
143,178
144,187
145,172
146,164
147,124
148,157
149,160
150,119
