day,I
1,107
2,94
3,95
4,109
5,102
6,77
7,80
8,98
9,73
10,91
11,82
12,119
13,98
14,87
15,104
16,108
17,108
18,103
19,106
20,107
21,117
22,105
23,106
24,120
25,122
26,108
27,131
28,129
29,149
30,149
31,128
32,174
33,134
34,152
35,166
36,179
37,178
38,205
39,186
40,226
41,214
42,220
43,268
44,243
45,288
46,309
47,283
48,336
49,333
50,363
51,373
52,389
53,428
54,442
55,494
56,489
57,503
58,523
59,572
60,605
61,639
62,677
63,690
64,692
65,726
66,787
67,792
68,794
69,879
70,860
71,892
72,863
73,988
74,958
75,989
76,1007
77,961
78,1009
79,1034
80,1026
81,1082
82,1042
83,1047
84,1011
85,1015
86,1075
87,1028
88,1042
89,1009
90,909
91,937
92,921
93,958
94,907
95,811
96,743
97,779
98,771
99,740
100,705
101,698
102,665
103,651
104,601
105,633
106,562
107,550
108,558
109,536
110,503
111,461
112,492
113,489
114,482
115,435
116,435
117,398
118,368
119,389
120,380
121,331
122,295
123,341
124,312
125,298
126,310
127,283
128,267
129,249
130,278
131,230
132,249
133,241
134,241
135,199
136,204
137,189
138,204
139,224
140,196
141,197
142,171
143,173
144,154
145,168
146,178
147,164
148,147
149,171
150,146
