date,hospitalisations
2023-01-01,5
2023-01-02,16
2023-01-03,16
2023-01-04,6
2023-01-05,12
2023-01-06,23
2023-01-07,8
2023-01-08,6
2023-01-09,15
2023-01-10,16
2023-01-11,19
2023-01-12,9
2023-01-13,16
2023-01-14,6
2023-01-15,5
2023-01-16,9
2023-01-17,7
2023-01-18,11
2023-01-19,9
2023-01-20,14
2023-01-21,4
2023-01-22,3
2023-01-23,12
2023-01-24,8
2023-01-25,3
2023-01-26,9
2023-01-27,12
2023-01-28,7
2023-01-29,8
2023-01-30,9
2023-01-31,7
2023-02-01,13
2023-02-02,13
2023-02-03,11
2023-02-04,4
2023-02-05,5
2023-02-06,12
2023-02-07,7
2023-02-08,11
2023-02-09,11
2023-02-10,9
2023-02-11,9
2023-02-12,7
2023-02-13,24
2023-02-14,23
2023-02-15,17
2023-02-16,27
2023-02-17,28
2023-02-18,11
2023-02-19,14
2023-02-20,28
2023-02-21,27
2023-02-22,33
2023-02-23,38
2023-02-24,48
2023-02-25,30
2023-02-26,32
2023-02-27,62
2023-02-28,77
2023-03-01,71
2023-03-02,110
2023-03-03,138
2023-03-04,50
2023-03-05,76
2023-03-06,166
2023-03-07,195
2023-03-08,203
2023-03-09,248
2023-03-10,276
2023-03-11,154
2023-03-12,177
2023-03-13,364
2023-03-14,421
2023-03-15,469
2023-03-16,501
2023-03-17,538
2023-03-18,309
2023-03-19,312
2023-03-20,674
2023-03-21,712
2023-03-22,791
2023-03-23,874
2023-03-24,914
2023-03-25,489
2023-03-26,493
2023-03-27,1031
2023-03-28,1135
2023-03-29,1234
2023-03-30,1178
2023-03-31,1278
2023-04-01,601
2023-04-02,692
2023-04-03,1486
2023-04-04,1495
2023-04-05,1460
2023-04-06,1542
2023-04-07,1543
2023-04-08,792
2023-04-09,781
2023-04-10,1617
2023-04-11,1604
2023-04-12,1576
2023-04-13,1562
2023-04-14,1575
2023-04-15,751
2023-04-16,745
2023-04-17,1480
2023-04-18,1421
2023-04-19,1289
2023-04-20,1228
2023-04-21,1238
2023-04-22,577
2023-04-23,548
2023-04-24,1097
2023-04-25,1010
2023-04-26,891
2023-04-27,878
2023-04-28,786
2023-04-29,407
2023-04-30,355
2023-05-01,615
2023-05-02,640
2023-05-03,583
2023-05-04,547
2023-05-05,517
2023-05-06,263
2023-05-07,254
2023-05-08,414
2023-05-09,394
2023-05-10,372
2023-05-11,342
2023-05-12,325
2023-05-13,154
2023-05-14,140
2023-05-15,258
2023-05-16,240
2023-05-17,221
2023-05-18,208
2023-05-19,200
2023-05-20,84
2023-05-21,73
2023-05-22,178
2023-05-23,149
2023-05-24,139
2023-05-25,141
2023-05-26,129
2023-05-27,53
2023-05-28,42
2023-05-29,104
2023-05-30,80
