date,deaths
2023-01-01,0
2023-01-02,0
2023-01-03,0
2023-01-04,1
2023-01-05,0
2023-01-06,2
2023-01-07,1
2023-01-08,1
2023-01-09,1
2023-01-10,0
2023-01-11,3
2023-01-12,1
2023-01-13,3
2023-01-14,0
2023-01-15,0
2023-01-16,0
2023-01-17,2
2023-01-18,2
2023-01-19,2
2023-01-20,2
2023-01-21,0
2023-01-22,0
2023-01-23,1
2023-01-24,2
2023-01-25,3
2023-01-26,1
2023-01-27,0
2023-01-28,1
2023-01-29,0
2023-01-30,2
2023-01-31,0
2023-02-01,0
2023-02-02,1
2023-02-03,1
2023-02-04,1
2023-02-05,0
2023-02-06,0
2023-02-07,2
2023-02-08,0
2023-02-09,2
2023-02-10,1
2023-02-11,0
2023-02-12,1
2023-02-13,0
2023-02-14,1
2023-02-15,2
2023-02-16,0
2023-02-17,0
2023-02-18,0
2023-02-19,0
2023-02-20,0
2023-02-21,4
2023-02-22,2
2023-02-23,2
2023-02-24,2
2023-02-25,1
2023-02-26,3
2023-02-27,3
2023-02-28,3
2023-03-01,4
2023-03-02,2
2023-03-03,3
2023-03-04,2
2023-03-05,2
2023-03-06,11
2023-03-07,9
2023-03-08,6
2023-03-09,6
2023-03-10,14
2023-03-11,4
2023-03-12,13
2023-03-13,13
2023-03-14,10
2023-03-15,26
2023-03-16,26
2023-03-17,24
2023-03-18,11
2023-03-19,11
2023-03-20,16
2023-03-21,30
2023-03-22,29
2023-03-23,44
2023-03-24,56
2023-03-25,19
2023-03-26,29
2023-03-27,53
2023-03-28,64
2023-03-29,81
2023-03-30,82
2023-03-31,88
2023-04-01,51
2023-04-02,57
2023-04-03,106
2023-04-04,90
2023-04-05,117
2023-04-06,121
2023-04-07,99
2023-04-08,53
2023-04-09,63
2023-04-10,130
2023-04-11,129
2023-04-12,126
2023-04-13,128
2023-04-14,138
2023-04-15,62
2023-04-16,76
2023-04-17,126
2023-04-18,139
2023-04-19,121
2023-04-20,128
2023-04-21,141
2023-04-22,75
2023-04-23,66
2023-04-24,110
2023-04-25,123
2023-04-26,85
2023-04-27,98
2023-04-28,97
2023-04-29,37
2023-04-30,53
2023-05-01,71
2023-05-02,76
2023-05-03,78
2023-05-04,61
2023-05-05,64
2023-05-06,27
2023-05-07,21
2023-05-08,44
2023-05-09,48
2023-05-10,50
2023-05-11,43
2023-05-12,35
2023-05-13,15
2023-05-14,25
2023-05-15,29
2023-05-16,26
2023-05-17,20
2023-05-18,23
2023-05-19,20
2023-05-20,6
2023-05-21,8
2023-05-22,18
2023-05-23,20
2023-05-24,13
2023-05-25,11
2023-05-26,15
2023-05-27,8
2023-05-28,3
2023-05-29,9
2023-05-30,10
