date,deaths
2023-01-01,0
2023-01-02,0
2023-01-03,0
2023-01-04,2
2023-01-05,2
2023-01-06,3
2023-01-07,1
2023-01-08,2
2023-01-09,1
2023-01-10,2
2023-01-11,1
2023-01-12,4
2023-01-13,4
2023-01-14,0
2023-01-15,1
2023-01-16,2
2023-01-17,3
2023-01-18,1
2023-01-19,3
2023-01-20,2
2023-01-21,0
2023-01-22,2
2023-01-23,3
2023-01-24,1
2023-01-25,0
2023-01-26,1
2023-01-27,1
2023-01-28,3
2023-01-29,2
2023-01-30,0
2023-01-31,3
2023-02-01,2
2023-02-02,1
2023-02-03,2
2023-02-04,0
2023-02-05,1
2023-02-06,2
2023-02-07,0
2023-02-08,1
2023-02-09,0
2023-02-10,1
2023-02-11,1
2023-02-12,0
2023-02-13,1
2023-02-14,2
2023-02-15,1
2023-02-16,1
2023-02-17,1
2023-02-18,1
2023-02-19,0
2023-02-20,1
2023-02-21,2
2023-02-22,2
2023-02-23,3
2023-02-24,1
2023-02-25,6
2023-02-26,2
2023-02-27,3
2023-02-28,5
2023-03-01,4
2023-03-02,3
2023-03-03,6
2023-03-04,3
2023-03-05,3
2023-03-06,4
2023-03-07,11
2023-03-08,7
2023-03-09,7
2023-03-10,9
2023-03-11,6
2023-03-12,11
2023-03-13,19
2023-03-14,13
2023-03-15,13
2023-03-16,21
2023-03-17,29
2023-03-18,25
2023-03-19,20
2023-03-20,37
2023-03-21,37
2023-03-22,56
2023-03-23,53
2023-03-24,43
2023-03-25,44
2023-03-26,43
2023-03-27,79
2023-03-28,96
2023-03-29,104
2023-03-30,91
2023-03-31,109
2023-04-01,58
2023-04-02,64
2023-04-03,133
2023-04-04,157
2023-04-05,134
2023-04-06,158
2023-04-07,151
2023-04-08,65
2023-04-09,87
2023-04-10,162
2023-04-11,160
2023-04-12,162
2023-04-13,174
2023-04-14,176
2023-04-15,82
2023-04-16,94
2023-04-17,188
2023-04-18,168
2023-04-19,139
2023-04-20,172
2023-04-21,176
2023-04-22,88
2023-04-23,69
2023-04-24,154
2023-04-25,148
2023-04-26,126
2023-04-27,127
2023-04-28,128
2023-04-29,50
2023-04-30,53
2023-05-01,100
2023-05-02,92
2023-05-03,81
2023-05-04,89
2023-05-05,87
2023-05-06,46
2023-05-07,39
2023-05-08,54
2023-05-09,50
2023-05-10,46
2023-05-11,53
2023-05-12,49
2023-05-13,17
2023-05-14,18
2023-05-15,31
2023-05-16,43
2023-05-17,39
2023-05-18,33
2023-05-19,37
2023-05-20,16
2023-05-21,11
2023-05-22,11
2023-05-23,23
2023-05-24,17
2023-05-25,15
2023-05-26,15
2023-05-27,5
2023-05-28,6
2023-05-29,15
2023-05-30,16
