day,I
1,101
2,110
3,100
4,103
5,117
6,87
7,87
8,107
9,103
10,93
11,101
12,95
13,93
14,91
15,93
16,111
17,89
18,113
19,100
20,87
21,104
22,99
23,113
24,123
25,84
26,112
27,99
28,100
29,148
30,121
31,130
32,121
33,137
34,155
35,166
36,142
37,185
38,156
39,176
40,204
41,187
42,195
43,199
44,252
45,261
46,287
47,254
48,310
49,305
50,331
51,377
52,364
53,446
54,449
55,412
56,430
57,474
58,532
59,548
60,609
61,611
62,622
63,608
64,660
65,674
66,747
67,722
68,737
69,768
70,840
71,803
72,848
73,822
74,817
75,938
76,856
77,842
78,875
79,962
80,964
81,901
82,902
83,932
84,910
85,891
86,931
87,878
88,945
89,834
90,939
91,809
92,773
93,821
94,855
95,757
96,717
97,682
98,709
99,650
100,642
101,642
102,576
103,564
104,541
105,542
106,536
107,466
108,461
109,465
110,432
111,423
112,415
113,395
114,351
115,370
116,377
117,326
118,318
119,332
120,315
121,322
122,300
123,248
124,251
125,275
126,278
127,246
128,231
129,244
130,222
131,249
132,215
133,213
134,204
135,182
136,190
137,179
138,159
139,179
140,182
141,144
142,170
143,164
144,145
145,145
146,128
147,151
148,132
149,133
150,108
