day,I
1,66
2,74
3,67
4,74
5,69
6,65
7,48
8,42
9,52
10,70
11,61
12,48
13,47
14,54
15,45
16,48
17,40
18,44
19,52
20,52
21,43
22,35
23,60
24,58
25,56
26,51
27,45
28,66
29,59
30,56
31,40
32,53
33,74
34,54
35,68
36,70
37,68
38,80
39,92
40,73
41,105
42,104
43,94
44,105
45,115
46,124
47,140
48,132
49,139
50,185
51,172
52,192
53,174
54,233
55,242
56,267
57,310
58,315
59,312
60,334
61,347
62,370
63,397
64,455
65,388
66,460
67,493
68,472
69,546
70,548
71,550
72,581
73,622
74,636
75,671
76,676
77,651
78,669
79,770
80,731
81,743
82,731
83,760
84,788
85,814
86,771
87,863
88,740
89,723
90,788
91,788
92,775
93,820
94,733
95,689
96,740
97,702
98,704
99,658
100,624
101,596
102,640
103,563
104,531
105,518
106,530
107,457
108,472
109,463
110,440
111,404
112,374
113,400
114,341
115,337
116,337
117,291
118,313
119,280
120,294
121,251
122,260
123,252
124,261
125,252
126,239
127,194
128,209
129,199
130,188
131,174
132,167
133,171
134,148
135,150
136,144
137,130
138,136
139,127
140,136
141,119
142,110
143,114
144,120
145,115
146,87
147,74
148,82
149,78
150,86
