day,I
1,84
2,113
3,83
4,117
5,82
6,74
7,84
8,78
9,103
10,97
11,91
12,92
13,79
14,90
15,85
16,102
17,90
18,80
19,99
20,92
21,93
22,102
23,106
24,112
25,77
26,82
27,98
28,113
29,129
30,101
31,133
32,110
33,108
34,129
35,145
36,142
37,173
38,162
39,178
40,169
41,183
42,193
43,253
44,236
45,261
46,238
47,290
48,290
49,305
50,347
51,378
52,395
53,420
54,433
55,459
56,479
57,506
58,522
59,546
60,600
61,608
62,640
63,639
64,598
65,700
66,709
67,713
68,762
69,741
70,783
71,825
72,854
73,840
74,844
75,911
76,910
77,922
78,933
79,939
80,947
81,935
82,1005
83,898
84,959
85,927
86,951
87,911
88,924
89,928
90,820
91,819
92,852
93,857
94,809
95,782
96,755
97,744
98,715
99,653
100,648
101,621
102,607
103,625
104,567
105,532
106,549
107,527
108,495
109,509
110,415
111,475
112,458
113,386
114,357
115,406
116,369
117,346
118,344
119,310
120,328
121,324
122,281
123,303
124,283
125,283
126,240
127,249
128,221
129,228
130,244
131,188
132,211
133,164
134,205
135,191
136,181
137,159
138,169
139,171
140,178
141,157
142,131
143,154
144,136
145,138
146,139
147,133
148,122
149,103
150,102
