date,hospitalisations
2023-01-01,3
2023-01-02,7
2023-01-03,8
2023-01-04,13
2023-01-05,5
2023-01-06,8
2023-01-07,4
2023-01-08,6
2023-01-09,7
2023-01-10,8
2023-01-11,5
2023-01-12,9
2023-01-13,8
2023-01-14,2
2023-01-15,3
2023-01-16,4
2023-01-17,5
2023-01-18,3
2023-01-19,5
2023-01-20,5
2023-01-21,3
2023-01-22,0
2023-01-23,0
2023-01-24,10
2023-01-25,8
2023-01-26,4
2023-01-27,3
2023-01-28,1
2023-01-29,2
2023-01-30,8
2023-01-31,4
2023-02-01,5
2023-02-02,1
2023-02-03,9
2023-02-04,2
2023-02-05,1
2023-02-06,4
2023-02-07,6
2023-02-08,9
2023-02-09,7
2023-02-10,9
2023-02-11,3
2023-02-12,6
2023-02-13,6
2023-02-14,4
2023-02-15,10
2023-02-16,10
2023-02-17,20
2023-02-18,8
2023-02-19,9
2023-02-20,8
2023-02-21,12
2023-02-22,13
2023-02-23,8
2023-02-24,3
2023-02-25,3
2023-02-26,3
2023-02-27,13
2023-02-28,10
2023-03-01,10
2023-03-02,17
2023-03-03,14
2023-03-04,3
2023-03-05,17
2023-03-06,27
2023-03-07,12
2023-03-08,10
2023-03-09,13
2023-03-10,11
2023-03-11,1
2023-03-12,8
2023-03-13,20
2023-03-14,16
2023-03-15,18
2023-03-16,8
2023-03-17,14
2023-03-18,11
2023-03-19,13
2023-03-20,17
2023-03-21,10
2023-03-22,17
2023-03-23,19
2023-03-24,11
2023-03-25,11
2023-03-26,15
2023-03-27,17
2023-03-28,15
2023-03-29,18
2023-03-30,21
2023-03-31,22
2023-04-01,9
2023-04-02,10
2023-04-03,35
2023-04-04,21
2023-04-05,29
2023-04-06,22
2023-04-07,26
2023-04-08,21
2023-04-09,18
2023-04-10,17
2023-04-11,35
2023-04-12,19
2023-04-13,18
2023-04-14,20
2023-04-15,15
2023-04-16,12
2023-04-17,21
2023-04-18,18
2023-04-19,13
2023-04-20,12
2023-04-21,21
2023-04-22,5
2023-04-23,13
2023-04-24,16
2023-04-25,22
2023-04-26,13
2023-04-27,23
2023-04-28,10
2023-04-29,5
2023-04-30,16
2023-05-01,23
2023-05-02,16
2023-05-03,14
2023-05-04,9
2023-05-05,30
2023-05-06,9
2023-05-07,3
2023-05-08,15
2023-05-09,16
2023-05-10,24
2023-05-11,23
2023-05-12,31
2023-05-13,8
2023-05-14,9
2023-05-15,18
2023-05-16,13
2023-05-17,22
2023-05-18,24
2023-05-19,9
2023-05-20,8
2023-05-21,2
2023-05-22,15
2023-05-23,15
2023-05-24,13
2023-05-25,13
2023-05-26,19
2023-05-27,7
2023-05-28,1
2023-05-29,8
2023-05-30,19
