date,hospitalisations
2023-01-01,0
2023-01-02,3
2023-01-03,2
2023-01-04,3
2023-01-05,2
2023-01-06,6
2023-01-07,3
2023-01-08,3
2023-01-09,1
2023-01-10,7
2023-01-11,6
2023-01-12,3
2023-01-13,7
2023-01-14,4
2023-01-15,5
2023-01-16,4
2023-01-17,6
2023-01-18,10
2023-01-19,1
2023-01-20,1
2023-01-21,5
2023-01-22,2
2023-01-23,6
2023-01-24,9
2023-01-25,2
2023-01-26,6
2023-01-27,7
2023-01-28,4
2023-01-29,3
2023-01-30,7
2023-01-31,11
2023-02-01,8
2023-02-02,9
2023-02-03,11
2023-02-04,4
2023-02-05,6
2023-02-06,15
2023-02-07,8
2023-02-08,16
2023-02-09,12
2023-02-10,13
2023-02-11,3
2023-02-12,7
2023-02-13,9
2023-02-14,16
2023-02-15,9
2023-02-16,9
2023-02-17,11
2023-02-18,4
2023-02-19,4
2023-02-20,4
2023-02-21,5
2023-02-22,6
2023-02-23,2
2023-02-24,4
2023-02-25,2
2023-02-26,3
2023-02-27,5
2023-02-28,5
2023-03-01,2
2023-03-02,3
2023-03-03,0
2023-03-04,2
2023-03-05,1
2023-03-06,2
2023-03-07,0
2023-03-08,3
2023-03-09,2
2023-03-10,3
2023-03-11,1
2023-03-12,0
2023-03-13,2
2023-03-14,1
2023-03-15,3
2023-03-16,0
2023-03-17,0
2023-03-18,0
2023-03-19,0
2023-03-20,1
2023-03-21,1
2023-03-22,2
2023-03-23,1
2023-03-24,1
2023-03-25,0
2023-03-26,1
2023-03-27,2
2023-03-28,3
2023-03-29,2
2023-03-30,1
2023-03-31,1
2023-04-01,0
2023-04-02,0
2023-04-03,2
2023-04-04,4
2023-04-05,3
2023-04-06,1
2023-04-07,3
2023-04-08,0
2023-04-09,0
2023-04-10,7
2023-04-11,3
2023-04-12,3
2023-04-13,7
2023-04-14,4
2023-04-15,2
2023-04-16,1
2023-04-17,4
2023-04-18,3
2023-04-19,2
2023-04-20,4
2023-04-21,3
2023-04-22,3
2023-04-23,0
2023-04-24,6
2023-04-25,6
2023-04-26,2
2023-04-27,4
2023-04-28,2
2023-04-29,1
2023-04-30,1
2023-05-01,1
2023-05-02,2
2023-05-03,1
2023-05-04,3
2023-05-05,2
2023-05-06,2
2023-05-07,1
2023-05-08,1
2023-05-09,3
2023-05-10,1
2023-05-11,2
2023-05-12,2
2023-05-13,0
2023-05-14,0
2023-05-15,1
2023-05-16,1
2023-05-17,1
2023-05-18,1
2023-05-19,1
2023-05-20,0
2023-05-21,3
2023-05-22,1
2023-05-23,1
2023-05-24,1
2023-05-25,3
2023-05-26,1
2023-05-27,1
2023-05-28,2
2023-05-29,2
2023-05-30,2
