date,deaths
2023-01-01,0
2023-01-02,1
2023-01-03,1
2023-01-04,1
2023-01-05,1
2023-01-06,1
2023-01-07,0
2023-01-08,0
2023-01-09,1
2023-01-10,3
2023-01-11,0
2023-01-12,3
2023-01-13,2
2023-01-14,2
2023-01-15,3
2023-01-16,4
2023-01-17,3
2023-01-18,3
2023-01-19,5
2023-01-20,2
2023-01-21,0
2023-01-22,0
2023-01-23,1
2023-01-24,2
2023-01-25,6
2023-01-26,1
2023-01-27,0
2023-01-28,0
2023-01-29,0
2023-01-30,0
2023-01-31,3
2023-02-01,1
2023-02-02,1
2023-02-03,2
2023-02-04,0
2023-02-05,0
2023-02-06,2
2023-02-07,0
2023-02-08,2
2023-02-09,1
2023-02-10,0
2023-02-11,0
2023-02-12,2
2023-02-13,0
2023-02-14,0
2023-02-15,0
2023-02-16,1
2023-02-17,7
2023-02-18,1
2023-02-19,0
2023-02-20,2
2023-02-21,4
2023-02-22,3
2023-02-23,2
2023-02-24,6
2023-02-25,2
2023-02-26,1
2023-02-27,2
2023-02-28,5
2023-03-01,4
2023-03-02,9
2023-03-03,5
2023-03-04,4
2023-03-05,4
2023-03-06,11
2023-03-07,11
2023-03-08,15
2023-03-09,15
2023-03-10,18
2023-03-11,16
2023-03-12,5
2023-03-13,28
2023-03-14,28
2023-03-15,30
2023-03-16,41
2023-03-17,47
2023-03-18,25
2023-03-19,21
2023-03-20,64
2023-03-21,53
2023-03-22,80
2023-03-23,83
2023-03-24,89
2023-03-25,46
2023-03-26,47
2023-03-27,115
2023-03-28,122
2023-03-29,127
2023-03-30,146
2023-03-31,165
2023-04-01,80
2023-04-02,93
2023-04-03,184
2023-04-04,169
2023-04-05,218
2023-04-06,235
2023-04-07,213
2023-04-08,125
2023-04-09,120
2023-04-10,235
2023-04-11,222
2023-04-12,246
2023-04-13,248
2023-04-14,256
2023-04-15,101
2023-04-16,120
2023-04-17,242
2023-04-18,264
2023-04-19,265
2023-04-20,257
2023-04-21,255
2023-04-22,119
2023-04-23,128
2023-04-24,223
2023-04-25,231
2023-04-26,233
2023-04-27,195
2023-04-28,181
2023-04-29,105
2023-04-30,85
2023-05-01,153
2023-05-02,172
2023-05-03,113
2023-05-04,129
2023-05-05,133
2023-05-06,62
2023-05-07,48
2023-05-08,84
2023-05-09,91
2023-05-10,74
2023-05-11,78
2023-05-12,68
2023-05-13,45
2023-05-14,35
2023-05-15,55
2023-05-16,55
2023-05-17,48
2023-05-18,42
2023-05-19,53
2023-05-20,22
2023-05-21,24
2023-05-22,31
2023-05-23,38
2023-05-24,35
2023-05-25,25
2023-05-26,31
2023-05-27,15
2023-05-28,17
2023-05-29,20
2023-05-30,15
