day,I
1,58
2,64
3,46
4,55
5,52
6,45
7,53
8,53
9,51
10,34
11,30
12,40
13,40
14,41
15,40
16,48
17,38
18,30
19,33
20,35
21,35
22,34
23,28
24,43
25,32
26,51
27,41
28,40
29,43
30,36
31,35
32,48
33,55
34,39
35,43
36,52
37,44
38,44
39,50
40,51
41,65
42,52
43,68
44,82
45,83
46,71
47,84
48,79
49,88
50,112
51,111
52,126
53,126
54,123
55,130
56,160
57,155
58,160
59,207
60,185
61,193
62,245
63,228
64,220
65,286
66,277
67,309
68,317
69,317
70,346
71,382
72,404
73,376
74,429
75,430
76,468
77,453
78,530
79,541
80,517
81,518
82,534
83,542
84,555
85,533
86,549
87,606
88,590
89,528
90,561
91,584
92,571
93,543
94,535
95,557
96,547
97,480
98,495
99,478
100,476
101,474
102,447
103,405
104,372
105,330
106,402
107,336
108,346
109,320
110,347
111,302
112,279
113,300
114,258
115,291
116,278
117,229
118,240
119,233
120,222
121,220
122,205
123,206
124,186
125,173
126,155
127,178
128,170
129,149
130,163
131,129
132,114
133,123
134,137
135,134
136,117
137,111
138,106
139,104
140,98
141,111
142,103
143,93
144,100
145,81
146,112
147,70
148,66
149,77
150,69
