day,I
1,123
2,102
3,116
4,124
5,116
6,116
7,117
8,135
9,145
10,145
11,163
12,172
13,171
14,189
15,191
16,184
17,206
18,227
19,236
20,251
21,288
22,282
23,290
24,346
25,325
26,349
27,341
28,388
29,412
30,404
31,351
32,396
33,420
34,433
35,418
36,404
37,377
38,391
39,378
40,382
41,334
42,317
43,302
44,256
45,267
46,232
47,215
48,201
49,166
50,179
51,156
52,137
53,146
54,128
55,111
56,127
57,103
58,105
59,102
60,100
61,94
62,107
63,114
64,91
65,100
66,97
67,110
68,121
69,129
70,123
71,153
72,146
73,156
74,164
75,201
76,191
77,200
78,203
79,235
80,236
81,244
82,270
83,291
84,338
85,326
86,330
87,363
88,348
89,377
90,340
91,407
92,403
93,363
94,381
95,381
96,332
97,332
98,386
99,290
100,291
101,265
102,268
103,254
104,238
105,221
106,228
107,215
108,189
109,166
110,138
111,133
112,135
113,117
114,103
115,95
116,76
117,97
118,96
119,76
120,68
121,82
122,82
123,80
124,62
125,84
126,71
127,66
128,95
129,84
130,88
131,89
132,107
133,83
134,95
135,120
136,129
137,117
138,113
139,137
140,149
141,151
142,169
143,167
144,182
145,192
146,212
147,193
148,227
149,228
150,234
