date,cases
2023-01-01,48
2023-01-02,84
2023-01-03,107
2023-01-04,101
2023-01-05,91
2023-01-06,104
2023-01-07,45
2023-01-08,46
2023-01-09,81
2023-01-10,76
2023-01-11,87
2023-01-12,83
2023-01-13,59
2023-01-14,23
2023-01-15,28
2023-01-16,56
2023-01-17,48
2023-01-18,61
2023-01-19,53
2023-01-20,58
2023-01-21,22
2023-01-22,24
2023-01-23,42
2023-01-24,58
2023-01-25,38
2023-01-26,46
2023-01-27,48
2023-01-28,27
2023-01-29,29
2023-01-30,57
2023-01-31,71
2023-02-01,56
2023-02-02,61
2023-02-03,68
2023-02-04,25
2023-02-05,39
2023-02-06,97
2023-02-07,100
2023-02-08,102
2023-02-09,107
2023-02-10,134
2023-02-11,80
2023-02-12,70
2023-02-13,200
2023-02-14,210
2023-02-15,227
2023-02-16,234
2023-02-17,313
2023-02-18,163
2023-02-19,188
2023-02-20,466
2023-02-21,494
2023-02-22,619
2023-02-23,691
2023-02-24,813
2023-02-25,493
2023-02-26,575
2023-02-27,1329
2023-02-28,1563
2023-03-01,1788
2023-03-02,1956
2023-03-03,2297
2023-03-04,1291
2023-03-05,1451
2023-03-06,3268
2023-03-07,3659
2023-03-08,4025
2023-03-09,4673
2023-03-10,5135
2023-03-11,2744
2023-03-12,2978
2023-03-13,6395
2023-03-14,6910
2023-03-15,7533
2023-03-16,8166
2023-03-17,8678
2023-03-18,4686
2023-03-19,4892
2023-03-20,10287
2023-03-21,10638
2023-03-22,11126
2023-03-23,11289
2023-03-24,11730
2023-03-25,6004
2023-03-26,5937
2023-03-27,12238
2023-03-28,12138
2023-03-29,12218
2023-03-30,12385
2023-03-31,12072
2023-04-01,5900
2023-04-02,5710
2023-04-03,11284
2023-04-04,10964
2023-04-05,10706
2023-04-06,10211
2023-04-07,9914
2023-04-08,4663
2023-04-09,4367
2023-04-10,8266
2023-04-11,7792
2023-04-12,7308
2023-04-13,6756
2023-04-14,6231
2023-04-15,2868
2023-04-16,2622
2023-04-17,4761
2023-04-18,4340
2023-04-19,4072
2023-04-20,3703
2023-04-21,3308
2023-04-22,1534
2023-04-23,1439
2023-04-24,2605
2023-04-25,2383
2023-04-26,2142
2023-04-27,1995
2023-04-28,1780
2023-04-29,780
2023-04-30,753
2023-05-01,1451
2023-05-02,1365
2023-05-03,1207
2023-05-04,1075
2023-05-05,1074
2023-05-06,483
2023-05-07,472
2023-05-08,809
2023-05-09,808
2023-05-10,714
2023-05-11,724
2023-05-12,645
2023-05-13,274
2023-05-14,271
2023-05-15,500
2023-05-16,495
2023-05-17,439
2023-05-18,424
2023-05-19,393
2023-05-20,183
2023-05-21,167
2023-05-22,332
2023-05-23,331
2023-05-24,283
2023-05-25,284
2023-05-26,256
2023-05-27,129
2023-05-28,111
2023-05-29,217
2023-05-30,187
